Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Back,0.184656,-0.082933,102.492,5.247,973.091,100.892,117.079,Normal,None
Back,-0.012058,0.00687,143.522,7.52,373.184,111.148,105.258,Normal,None
Front,-0.020221,0.021136,194.946,13.623,615.109,143.837,104.997,Normal,None
Front,-0.066052,0.043039,62.362,6.593,150.79,148.529,105.859,Normal,None
Back,0.164192,-0.050573,171.782,6.937,48.817,148.08,106.19,Normal,None
Front,0.096146,0.028121,186.784,29.765,222.311,133.76,110.149,Normal,None
Back,-0.036832,-0.028553,102.754,18.466,136.476,132.19,119.32,Normal,None
Front,0.136001,-0.051283,140.887,6.66,131.7,152.162,109.555,Normal,None
Back,0.27478,-0.015454,194.954,32.767,648.708,110.707,115.925,Normal,None
Front,0.021799,-0.082401,38.877,-4.93,806.976,129.589,107.485,Normal,None
Front,0.234064,0.029317,130.497,30.062,209.126,130.045,109.562,Normal,None
Back,0.140123,-0.027935,128.121,3.922,291.399,126.195,104.06,Normal,None
Front,-0.170269,0.082252,172.855,-8.147,657.132,142.132,108.025,Normal,None
Back,0.223434,0.065926,111.873,8.948,706.113,146.047,106.226,Normal,None
Back,0.210618,0.084876,97.838,11.365,86.599,107.945,102.475,Normal,None
Front,0.010631,-0.038289,74.094,-2.053,907.845,119.019,105.031,Normal,None
Front,0.263384,-0.069019,188.222,-2.369,339.213,145.623,118.044,Normal,None
Back,-0.106065,0.094148,123.83,15.654,918.495,135.446,118.989,Normal,None
Front,0.059334,0.079068,183.604,8.583,331.416,131.043,100.922,Normal,None
Back,0.235929,0.085652,197.109,38.456,895.693,109.671,113.069,Normal,None
Back,-0.210342,0.083512,61.701,29.006,231.907,117.034,117.849,Normal,None
Front,0.111987,0.005095,161.179,26.238,631.448,123.007,103.82,Normal,None
Front,-0.016784,0.005449,136.775,24.348,540.582,135.756,111.708,Normal,None
Front,-0.25691,-0.049148,70.405,2.848,923.65,113.566,110.56,Normal,None
Back,-0.274272,-0.081234,162.86,-9.03,205.962,122.925,116.477,Normal,None
Front,-0.205303,-0.042867,111.826,32.66,457.257,123.559,102.981,Normal,None
Front,0.044995,-0.069627,30.526,39.798,352.806,138.671,101.179,Normal,None
Front,-0.006751,-0.033032,89.488,38.502,517.177,143.757,109.786,Normal,None
Back,0.109728,0.019727,51.038,32.116,753.99,112.402,101.343,Normal,None
Front,0.219033,-0.073492,93.425,28.749,668.675,106.661,106.867,Normal,None
Back,0.161071,0.066586,195.491,-7.332,247.368,117.514,103.458,Normal,None
Front,-0.037824,-0.003758,199.622,22.954,413.988,115.969,115.016,Normal,None
Back,0.285829,0.063428,180.464,12.0,314.775,136.108,110.953,Normal,None
Back,0.223082,0.092823,42.153,23.366,617.024,117.883,101.6,Normal,None
Back,0.020395,0.051673,49.659,6.765,656.85,138.327,110.876,Normal,None
Back,0.293512,0.06593,61.018,1.363,492.308,119.381,119.275,Normal,None
Front,-0.064047,-0.081489,70.355,28.212,851.669,117.254,114.609,Normal,None
Back,-0.217535,0.009038,49.984,1.602,79.788,157.017,111.196,Normal,None
Front,0.065977,-0.024843,92.924,11.43,729.259,117.603,118.705,Normal,None
Back,0.228973,-0.02565,83.83,6.934,704.189,145.373,115.972,Normal,None
Front,-0.177258,-0.034951,31.141,-3.399,707.99,107.112,114.316,Normal,None
Front,0.181191,-0.047095,164.492,32.157,99.895,109.862,114.165,Normal,None
Front,-0.105202,-0.096297,142.188,21.074,198.243,105.845,115.91,Normal,None
Back,-0.157118,0.057719,136.816,34.917,785.5,132.715,104.882,Normal,None
Back,0.068204,-0.098201,53.702,9.539,725.94,121.587,105.41,Normal,None
Front,0.24636,-0.022367,168.565,12.712,305.713,125.584,114.952,Normal,None
Front,0.068169,-0.046393,165.634,2.193,149.953,155.341,114.685,Normal,None
Back,-0.070189,-0.055436,118.966,-9.299,908.286,120.893,108.945,Normal,None
Front,0.271416,0.085949,24.685,32.178,626.32,103.271,108.625,Normal,None
Front,0.168468,0.041407,64.742,34.505,233.141,146.512,119.907,Normal,None
Front,-0.075513,0.037251,21.708,-3.94,367.673,100.241,113.303,Normal,None
Back,0.1626,0.075747,110.047,8.834,781.741,155.537,104.309,Normal,None
Back,-0.03102,0.006272,169.629,11.562,861.944,107.524,104.357,Normal,None
Front,-0.067625,0.038496,174.415,-8.609,666.312,111.034,108.795,Normal,None
Front,0.150435,0.054031,119.74,2.78,440.774,107.015,104.875,Normal,None
Front,-0.270375,0.062226,188.772,-0.896,449.035,108.314,100.273,Normal,None
Front,-0.125472,-0.099852,60.153,21.859,201.202,118.253,118.997,Normal,None
Front,-0.160969,0.096062,146.194,-0.016,642.632,114.051,103.851,Normal,None
Back,0.126039,0.013579,105.076,3.54,115.294,138.632,104.777,Normal,None
Back,-0.082001,0.022981,143.241,0.252,171.158,106.563,107.494,Normal,None
Back,0.120073,-0.042337,64.78,0.754,269.457,123.005,117.619,Normal,None
Front,-0.276482,0.032178,185.989,14.639,62.486,125.925,114.933,Normal,None
Front,-0.130203,-0.077506,135.937,12.645,448.03,125.807,116.128,Normal,None
Front,-0.25777,-0.098922,35.345,16.566,398.686,110.645,114.993,Normal,None
Front,-0.046578,0.06058,151.96,-5.81,704.776,154.24,117.204,Normal,None
Front,0.221692,-0.09399,36.388,-3.218,997.963,122.751,119.317,Normal,None
Front,-0.274081,0.095308,179.838,7.987,61.579,147.077,112.397,Normal,None
Back,-0.280493,0.066296,139.059,28.096,638.792,135.241,106.114,Normal,None
Back,0.197756,-0.095674,81.269,15.325,561.365,104.104,112.517,Normal,None
Front,0.153686,-0.019648,182.104,12.41,832.489,139.624,115.831,Normal,None
Front,0.024875,-0.010748,104.596,-5.796,624.4,110.196,115.33,Normal,None
Front,0.277783,-0.071212,77.278,23.717,408.575,151.079,117.677,Normal,None
Back,0.267332,-0.005431,159.746,-9.891,952.623,149.206,109.312,Normal,None
Front,0.008064,0.09315,178.816,38.985,32.919,147.553,100.272,Normal,None
Back,-0.048055,0.060532,39.675,30.33,676.564,153.845,108.092,Normal,None
Back,0.199089,-0.074968,172.329,39.728,343.343,126.886,119.135,Normal,None
Back,0.112979,0.037714,92.96,3.411,513.933,141.044,113.902,Normal,None
Back,0.037535,0.048113,114.723,29.178,920.586,137.381,105.526,Normal,None
Front,-0.283574,0.098731,45.054,8.606,262.578,123.037,116.811,Normal,None
Front,0.221246,0.06879,189.958,9.636,381.1,123.61,100.736,Normal,None
Back,0.006901,-0.059582,87.524,26.87,496.19,143.222,110.542,Normal,None
Back,0.08475,-0.095995,87.745,6.754,379.093,102.823,117.748,Normal,None
Back,-0.16766,0.074125,192.437,36.83,99.766,150.811,116.457,Normal,None
Back,0.028493,-0.062053,186.606,8.649,364.571,144.438,101.48,Normal,None
Front,0.06319,-0.033997,184.353,1.934,823.05,128.21,105.962,Normal,None
Back,-0.145507,-0.026658,140.117,19.646,66.162,154.126,105.929,Normal,None
Front,0.05136,-0.079118,68.012,29.961,419.083,142.001,103.19,Normal,None
Front,0.162752,-0.052899,138.468,21.904,814.205,104.629,111.33,Normal,None
Back,0.092552,-0.092485,29.273,31.037,685.204,105.327,108.879,Normal,None
Back,-0.107651,0.079882,138.874,24.774,697.442,158.322,117.35,Normal,None
Front,-0.243671,-0.095845,167.673,35.579,268.662,136.714,101.344,Normal,None
Front,-0.202343,0.074139,124.22,30.783,277.364,132.395,101.818,Normal,None
Front,-0.026215,-0.026002,74.244,17.921,583.671,108.088,106.36,Normal,None
Front,0.097269,-0.091182,185.285,5.093,13.995,157.203,102.865,Normal,None
Back,-0.21109,-0.051771,45.464,38.689,804.74,140.242,113.093,Normal,None
Front,-0.062315,0.048469,159.091,29.309,447.245,128.331,116.2,Normal,None
Front,-0.142803,-0.090419,108.412,3.184,651.314,156.991,105.9,Normal,None
Front,-0.088613,-0.035646,62.385,39.092,661.35,133.768,110.62,Normal,None
Back,0.089003,-0.084867,95.854,3.846,336.454,155.872,117.395,Normal,None
Front,0.055201,0.023904,153.537,-6.872,364.325,126.397,114.437,Normal,None
Front,0.251857,-0.054325,37.067,-2.26,793.838,157.252,115.421,Normal,None
Front,-0.252955,-0.01688,134.688,21.034,461.249,143.643,101.031,Normal,None
Front,0.015469,-0.090272,32.631,2.066,84.386,146.238,106.22,Normal,None
Front,-0.075847,-0.053426,176.06,16.694,53.583,103.713,106.294,Normal,None
Back,-0.014278,-0.027681,160.963,37.609,210.344,138.331,102.542,Normal,None
Back,0.099787,-0.034982,65.208,28.859,127.085,130.036,101.529,Normal,None
Front,0.267161,0.020348,178.419,32.925,611.08,106.65,107.767,Normal,None
Back,0.286655,0.019596,107.158,-4.161,792.005,147.049,119.114,Normal,None
Back,-0.169433,0.065446,158.938,18.93,956.269,125.15,103.008,Normal,None
Back,0.163564,-0.090326,52.162,15.165,568.265,136.066,109.895,Normal,None
Front,-0.112845,0.009591,140.989,-1.497,837.665,102.582,100.563,Normal,None
Front,0.259438,-0.077323,61.695,-7.517,48.573,140.231,111.107,Normal,None
Back,-0.045752,-0.079586,104.618,-5.462,711.144,153.97,104.443,Normal,None
Back,0.214323,0.053429,30.334,33.331,430.879,114.542,108.493,Normal,None
Front,-0.058438,-0.027587,166.166,37.86,295.27,112.895,119.868,Normal,None
Front,-0.068153,-0.004079,142.179,18.947,209.794,100.724,107.049,Normal,None
Back,0.267811,0.013996,180.456,22.987,994.303,134.254,109.984,Normal,None
Back,-0.177073,-0.091691,156.224,34.878,629.916,138.838,102.204,Normal,None
Back,-0.242835,0.072605,155.261,3.488,537.115,124.969,118.162,Normal,None
Front,-0.278015,0.077304,98.42,25.941,583.984,153.604,101.345,Normal,None
Back,0.0754,-0.017504,55.522,-0.942,27.517,143.539,116.891,Normal,None
Back,3e-05,-0.061339,82.999,12.511,501.206,103.626,114.086,Normal,None
Front,0.059622,-0.080375,123.511,-5.697,616.216,156.68,118.053,Normal,None
Back,-0.16401,-0.033992,191.144,-7.329,418.909,129.17,113.732,Normal,None
Front,-0.150353,-0.067205,38.838,22.926,132.188,116.09,107.862,Normal,None
Front,0.021871,0.055923,58.166,23.971,32.309,102.519,119.999,Normal,None
Back,0.184443,0.033651,182.328,14.213,668.56,143.288,118.233,Normal,None
Back,-0.121495,-0.07533,117.999,10.548,861.764,154.915,112.265,Normal,None
Back,0.089667,-0.028588,77.925,-2.63,560.958,153.074,106.155,Normal,None
Front,0.198238,-0.035224,119.216,21.72,133.715,124.245,106.171,Normal,None
Front,-0.184625,0.028234,25.813,29.298,198.383,141.492,111.608,Normal,None
Front,0.01796,0.049559,107.678,37.132,58.989,146.28,102.371,Normal,None
Front,-0.225652,0.080507,126.982,33.917,796.155,158.864,109.53,Normal,None
Back,-0.048633,0.068315,141.594,13.682,995.449,105.711,112.73,Normal,None
Front,-0.076585,-0.090539,80.117,30.148,139.562,158.054,114.642,Normal,None
Front,0.22791,0.015528,171.949,11.38,869.033,152.354,106.841,Normal,None
Back,-0.218507,-0.051482,88.181,7.645,315.653,151.705,110.848,Normal,None
Back,-0.17651,0.045926,95.681,34.942,955.801,118.163,117.925,Normal,None
Back,-0.220633,0.056974,104.361,25.918,16.348,158.565,114.448,Normal,None
Back,-0.092273,0.03692,198.862,-2.606,26.361,112.495,101.6,Normal,None
Back,0.259332,-0.016738,22.477,28.319,936.78,109.339,116.668,Normal,None
Front,0.279184,0.029275,67.931,18.201,907.676,103.525,117.852,Normal,None
Front,-0.079262,-0.081772,189.524,28.231,765.283,104.605,103.194,Normal,None
Front,-0.20603,-0.058727,51.086,33.23,562.836,138.058,101.213,Normal,None
Front,-0.173136,0.093451,197.814,18.901,177.001,155.997,104.511,Normal,None
Back,0.0137,-0.048437,93.331,-8.709,768.094,110.21,118.079,Normal,None
Front,-0.277084,-0.011905,36.708,27.647,720.909,131.88,101.279,Normal,None
Back,0.224687,0.019455,133.893,27.066,652.048,138.074,116.722,Normal,None
Back,-0.154537,0.083851,120.243,24.87,804.801,129.049,104.471,Normal,None
Front,0.297715,0.080695,139.6,23.768,940.741,124.341,100.093,Normal,None
Back,-0.137744,-0.079225,92.815,19.117,249.551,109.893,116.819,Normal,None
Back,-0.236532,-0.027216,162.767,25.518,959.693,124.961,101.842,Normal,None
Front,0.185358,0.009072,103.479,19.837,157.803,132.133,112.314,Normal,None
Back,-0.184591,-0.024366,24.559,30.205,360.831,109.379,102.149,Normal,None
Front,-0.070882,0.031886,59.251,-0.462,919.302,110.49,108.117,Normal,None
Front,-0.027431,-0.026663,135.916,-5.355,97.268,118.49,108.273,Normal,None
Front,-0.211082,-0.091595,196.579,21.561,981.653,108.22,105.284,Normal,None
Front,-0.178587,-0.074033,199.649,22.179,15.142,113.948,100.191,Normal,None
Back,-0.037211,0.076242,89.742,29.367,627.21,105.605,119.462,Normal,None
Back,0.033516,0.08708,32.348,22.651,758.691,151.107,109.46,Normal,None
Back,0.050479,-0.030908,41.406,-8.076,956.677,141.218,105.373,Normal,None
Back,0.243725,-0.04053,50.959,3.675,731.187,131.828,119.129,Normal,None
Back,0.11932,0.088693,22.287,16.807,616.533,116.467,118.351,Normal,None
Front,-0.004433,-0.010197,139.764,24.561,317.175,141.686,104.833,Normal,None
Back,-0.085808,-0.048815,55.495,0.71,963.767,149.353,104.499,Normal,None
Back,0.180625,0.0275,109.592,24.368,953.888,104.388,113.137,Normal,None
Front,0.066618,-0.084886,163.875,21.85,772.272,127.818,111.166,Normal,None
Back,0.130821,0.081364,120.639,13.253,584.161,150.4,116.095,Normal,None
Front,-0.173624,-0.00712,180.127,32.461,89.315,120.052,119.642,Normal,None
Back,-0.034343,-0.050612,182.669,39.419,687.49,142.749,111.906,Normal,None
Back,-0.214999,0.053563,163.298,16.969,248.588,155.819,104.68,Normal,None
Back,0.230603,-0.033238,189.605,5.168,554.213,145.668,116.539,Normal,None
Front,0.144523,0.030517,140.039,24.028,920.08,112.321,105.13,Normal,None
Front,-0.248657,0.035124,181.551,28.715,678.186,156.094,104.615,Normal,None
Front,-0.095081,-0.066593,36.023,-2.675,85.565,117.287,117.313,Normal,None
Front,-0.047225,0.029116,54.018,14.881,679.52,145.649,117.596,Normal,None
Front,0.025129,-0.024235,64.939,0.365,561.809,157.719,115.261,Normal,None
Front,0.182093,0.049359,60.32,11.444,293.329,155.538,106.046,Normal,None
Front,0.290594,-0.038668,106.657,37.096,47.042,156.782,114.86,Normal,None
Back,0.09128,0.067607,50.214,3.288,306.367,105.1,100.332,Normal,None
Front,-0.020252,0.007684,124.49,17.877,601.886,112.906,114.826,Normal,None
Back,-0.18227,-0.043825,173.898,9.382,31.623,151.496,114.925,Normal,None
Front,0.164962,-0.035659,90.643,-1.37,167.946,114.773,113.408,Normal,None
Back,0.173974,0.077758,182.034,0.156,915.483,136.86,103.014,Normal,None
Front,0.223346,0.091065,177.466,39.831,937.382,141.114,106.65,Normal,None
Front,0.150466,0.084411,160.711,-4.372,451.418,100.762,107.957,Normal,None
Front,0.265635,0.037217,191.17,27.978,817.105,130.258,110.815,Normal,None
Front,-0.097071,-0.04784,136.981,37.5,121.112,133.572,116.831,Normal,None
Front,0.111037,0.064777,26.793,17.521,934.528,120.156,111.093,Normal,None
Back,-0.06214,-0.059757,36.915,5.799,566.297,106.653,105.797,Normal,None
Front,-0.005792,0.004506,115.748,-4.964,469.696,134.132,106.334,Normal,None
Back,-0.033776,-0.053968,82.339,4.816,169.189,121.166,117.779,Normal,None
Front,0.035848,-0.030113,179.666,-1.618,212.018,104.427,108.556,Normal,None
Front,0.231175,0.015334,48.404,16.386,520.112,149.063,100.758,Normal,None
Front,0.210034,-0.094879,143.064,18.73,988.196,143.051,107.197,Normal,None
Back,-0.058085,-0.093871,157.273,37.536,108.985,152.488,100.468,Normal,None
Front,-0.059094,-0.034326,35.583,-6.706,619.008,152.278,115.902,Normal,None
Front,0.157789,0.061186,146.095,38.158,835.986,144.655,102.307,Normal,None
Front,0.215346,0.007115,48.597,-5.441,588.171,153.623,100.877,Normal,None
Back,0.264438,-0.067208,48.819,8.715,746.525,159.233,106.675,Normal,None
Back,-0.061509,-0.056101,54.52,29.278,716.523,142.165,100.284,Normal,None
Front,0.001686,-0.066245,53.372,22.684,430.058,134.315,103.782,Normal,None
Back,-0.077781,-0.083306,65.136,25.038,344.993,145.612,104.359,Normal,None
Front,0.144768,-0.088509,47.812,0.492,742.596,131.06,112.286,Normal,None
Back,-0.275204,0.000997,150.509,33.23,162.305,146.312,109.3,Normal,None
Front,-0.078181,0.094872,124.945,38.168,162.2,121.431,110.737,Normal,None
Back,0.114935,-0.09461,125.222,22.267,602.918,118.942,115.769,Normal,None
Front,0.0362,-0.049629,139.782,0.369,850.854,103.103,102.066,Normal,None
Front,0.130867,-0.094967,24.698,39.158,39.288,141.17,102.647,Normal,None
Back,-0.283026,0.0687,163.495,12.48,310.485,159.225,103.61,Normal,None
Back,0.030835,-0.018321,174.667,29.443,726.33,119.153,105.81,Normal,None
Back,0.252392,0.05634,45.732,28.381,657.359,141.944,115.955,Normal,None
Back,-0.244157,-0.01024,65.356,-9.095,940.084,159.195,116.824,Normal,None
Back,-0.204292,-0.095091,172.182,18.45,601.68,152.029,100.362,Normal,None
Front,0.260373,0.080197,58.11,-6.993,924.304,112.05,113.074,Normal,None
Front,-0.219431,0.03608,56.237,-1.509,672.932,109.771,111.905,Normal,None
Back,-0.187559,-0.072068,150.036,-2.833,731.054,127.419,104.876,Normal,None
Back,-0.280682,0.004261,138.897,11.148,236.625,124.447,118.443,Normal,None
Front,0.214575,0.007956,139.973,9.97,670.374,155.168,116.123,Normal,None
Front,0.178355,0.059925,84.835,25.394,459.933,102.001,106.635,Normal,None
Back,-0.132737,0.040623,163.201,8.193,500.0,154.103,107.191,Normal,None
Back,-0.252301,0.047871,59.57,33.625,859.048,136.377,111.003,Normal,None
Back,0.096834,0.020487,198.783,-1.196,134.465,153.441,109.389,Normal,None
Back,0.025053,-0.011962,168.29,29.953,508.672,136.679,112.325,Normal,None
Front,0.21414,-0.08976,128.828,28.968,401.595,140.243,113.215,Normal,None
Front,-0.184369,-0.063013,69.989,9.5,594.766,132.913,103.223,Normal,None
Front,-0.124179,-0.066934,109.178,11.909,395.751,139.834,101.254,Normal,None
Back,0.021466,-0.002763,116.385,18.0,60.546,134.802,119.01,Normal,None
Back,-0.071522,0.000335,166.345,-9.785,958.904,158.979,107.679,Normal,None
Front,0.291838,0.001436,159.438,36.3,956.857,132.978,112.5,Normal,None
Back,-0.287972,-0.099179,33.003,38.857,935.933,147.55,113.521,Normal,None
Front,-0.186484,0.087779,154.901,34.862,121.877,140.505,111.096,Normal,None
Back,0.095187,0.025264,64.11,38.78,432.335,143.053,107.95,Normal,None
Front,-0.168979,0.060427,42.351,23.494,153.307,107.288,110.792,Normal,None
Back,-0.015931,0.015704,57.779,17.694,910.91,127.247,107.497,Normal,None
Back,0.031387,0.049425,27.079,38.288,420.239,107.84,105.007,Normal,None
Front,-0.17051,-0.091589,62.472,1.274,219.752,108.668,108.618,Normal,None
Back,-0.172968,-0.083197,68.514,34.091,13.49,109.189,101.371,Normal,None
Front,-0.157072,0.01064,20.532,2.68,232.348,137.026,110.534,Normal,None
Front,0.251891,0.03236,85.147,20.612,929.021,157.327,106.758,Normal,None
Back,-0.266116,0.003579,97.981,18.819,249.662,133.259,110.468,Normal,None
Back,0.16767,0.020389,70.007,25.781,397.022,122.251,103.596,Normal,None
Back,-0.085345,-0.055968,23.66,34.912,217.669,131.057,108.742,Normal,None
Back,-0.201113,0.002428,24.61,37.38,800.409,149.147,119.299,Normal,None
Front,-0.022172,-0.033869,139.946,-2.113,110.717,132.507,103.286,Normal,None
Back,0.093614,0.000308,111.519,4.464,206.713,143.513,103.044,Normal,None
Back,-0.054767,-0.040395,142.992,-6.844,480.606,151.992,108.264,Normal,None
Front,0.000943,0.098941,194.709,36.396,762.916,147.27,110.225,Normal,None
Back,0.271694,-0.00916,55.722,29.278,461.183,139.887,116.501,Normal,None
Front,0.150141,-0.082718,32.307,13.049,529.618,116.651,105.618,Normal,None
Front,0.242032,0.095972,103.036,20.823,736.944,106.094,108.095,Normal,None
Back,0.233638,-0.051715,121.526,17.706,326.649,144.623,100.436,Normal,None
Back,-0.041753,0.077596,126.054,7.884,128.982,128.106,100.076,Normal,None
Back,-0.059435,-0.031915,114.789,-7.528,384.499,115.149,104.278,Normal,None
Back,0.096751,-0.034708,41.461,34.12,572.686,139.356,107.165,Normal,None
Back,0.122861,0.091345,119.54,38.637,820.862,149.899,110.871,Normal,None
Front,0.274521,-0.095948,97.649,-4.957,117.359,157.3,114.945,Normal,None
Front,0.26653,0.003636,63.997,16.56,394.386,128.988,110.541,Normal,None
Back,-0.22953,-0.053858,97.148,39.511,405.762,124.069,106.846,Normal,None
Back,0.220509,-0.023017,134.165,37.945,780.472,159.3,112.146,Normal,None
Front,0.111978,-0.0405,75.403,35.177,461.339,119.788,112.2,Normal,None
Front,-0.091904,0.050909,103.106,-5.095,87.871,134.564,108.023,Normal,None
Back,-0.142818,0.017631,95.554,9.192,973.916,144.857,106.534,Normal,None
Front,-0.214998,0.057328,123.465,-2.442,161.667,112.574,114.502,Normal,None
Front,0.274939,0.096413,121.099,13.252,9.794,144.122,117.108,Normal,None
Back,-0.082592,-0.092448,194.223,1.842,146.761,152.078,112.953,Normal,None
Back,-0.207071,0.048099,165.712,11.279,678.356,157.875,107.073,Normal,None
Front,0.223164,-0.05367,141.096,13.019,472.845,114.759,117.836,Normal,None
Back,-0.041131,0.061566,131.921,-9.931,355.244,148.589,115.748,Normal,None
Front,0.255677,-0.061151,48.791,-4.545,627.425,114.771,107.317,Normal,None
Front,0.012416,-0.053333,62.663,7.432,911.553,149.466,106.461,Normal,None
Back,-0.014338,-0.056887,66.535,32.967,541.311,119.328,107.556,Normal,None
Front,0.141474,0.032603,165.941,26.91,697.18,133.064,101.729,Normal,None
Back,-0.254852,-0.028246,165.824,33.634,827.139,114.984,103.762,Normal,None
Front,0.027187,-0.023131,113.34,10.965,136.038,135.727,109.237,Normal,None
Back,0.033618,0.026667,186.483,36.779,127.182,148.558,116.029,Normal,None
Front,0.137002,-0.086708,127.764,37.362,502.753,132.295,111.902,Normal,None
Front,0.251805,0.087787,177.715,-0.889,274.942,139.913,110.986,Normal,None
Back,-0.046571,-0.06765,75.354,34.751,104.888,108.042,102.118,Normal,None
Back,-0.2963,-0.072951,71.637,12.745,231.089,138.875,113.027,Normal,None
Front,0.107849,-0.050239,151.385,15.192,147.781,136.406,102.685,Normal,None
Back,0.029388,0.056167,159.856,29.635,767.687,116.404,107.826,Normal,None
Front,0.160281,0.019673,63.091,35.91,664.473,104.232,112.121,Normal,None
Front,0.270794,0.095638,119.418,6.135,513.212,108.94,106.46,Normal,None
Back,-0.134359,0.009515,162.192,10.145,451.241,103.304,115.311,Normal,None
Front,0.025787,0.086809,79.245,35.541,915.304,110.311,112.887,Normal,None
Front,-0.20262,0.055999,109.23,35.128,555.226,159.196,104.813,Normal,None
Back,0.221564,-0.074309,171.777,34.897,708.24,151.412,119.29,Normal,None
Back,0.289222,0.071417,145.53,14.001,744.391,112.102,116.16,Normal,None
Front,0.041938,0.071322,67.871,4.995,291.139,127.514,116.885,Normal,None
Back,-0.12847,0.003002,112.54,29.393,91.067,150.097,111.629,Normal,None
Front,-0.055351,-0.003939,43.559,11.683,169.913,121.733,107.936,Normal,None
Back,-0.15624,-0.017174,132.031,21.29,657.46,155.548,114.757,Normal,None
Front,-0.296734,0.002022,156.743,-6.18,836.266,109.198,110.614,Normal,None
Back,0.195014,0.075329,117.345,-8.38,889.736,148.5,110.242,Normal,None
Front,-0.21979,-0.024558,154.648,9.984,86.788,104.871,115.689,Normal,None
Back,-0.287102,-0.055833,81.455,35.088,641.479,102.826,119.347,Normal,None
Front,0.17592,-0.031994,68.617,16.939,947.873,119.455,101.106,Normal,None
Back,0.110349,-0.01305,79.908,18.506,684.388,155.288,112.17,Normal,None
Back,-0.231006,0.07336,135.218,24.622,21.71,128.068,119.827,Normal,None
Back,0.240665,0.008856,147.36,10.035,419.388,147.216,105.601,Normal,None
Back,0.120215,0.002571,106.872,17.362,541.313,144.512,114.325,Normal,None
Back,0.290226,-0.018501,103.552,1.734,141.406,120.114,104.83,Normal,None
Front,-0.068883,0.044843,198.058,8.553,219.439,111.515,103.168,Normal,None
Back,0.035131,-0.093512,40.29,10.578,946.325,125.982,106.925,Normal,None
Front,0.056264,0.049669,197.67,1.704,683.013,128.373,110.069,Normal,None
Front,0.179171,-0.022342,84.002,2.034,561.875,107.149,112.399,Normal,None
Front,-0.235347,0.052629,141.871,21.879,333.79,110.218,105.787,Normal,None
Front,0.183418,-0.065712,109.197,1.037,911.592,120.731,112.229,Normal,None
Back,0.062757,-0.060005,24.681,29.319,614.113,156.875,119.995,Normal,None
Front,0.146038,0.01901,55.559,-8.592,145.165,141.117,103.822,Normal,None
Back,0.121574,0.008218,38.397,31.693,467.274,118.327,115.694,Normal,None
Front,-0.174005,-0.014762,63.627,14.121,549.031,104.919,119.074,Normal,None
Front,0.044438,0.065201,160.841,15.705,769.102,102.644,119.732,Normal,None
Front,-0.08181,-0.03086,119.123,-6.558,49.641,149.273,116.498,Normal,None
Back,0.210241,-0.092479,102.584,-8.837,810.765,144.193,109.166,Normal,None
Front,-0.172192,-0.087645,107.222,34.561,91.08,105.41,110.796,Normal,None
Front,-0.025097,0.069761,190.12,19.615,308.581,135.869,105.589,Normal,None
Back,0.127956,0.092701,113.164,-7.569,102.315,127.963,110.653,Normal,None
Back,0.082557,-0.089012,124.063,19.583,144.54,147.523,114.771,Normal,None
Back,-0.20955,0.012689,107.169,22.87,273.328,123.896,100.212,Normal,None
Back,-0.098082,0.078849,141.707,13.694,130.642,131.924,108.353,Normal,None
Front,0.135766,-0.029629,48.925,37.267,743.991,116.97,112.778,Normal,None
Front,0.10655,0.078782,108.108,6.417,17.288,147.53,107.456,Normal,None
Back,0.046471,-0.032169,57.981,4.643,969.262,117.29,106.309,Normal,None
Back,0.249835,-0.046184,191.934,35.88,599.378,152.759,118.35,Normal,None
Back,-0.099133,0.023128,143.087,37.978,224.311,101.905,115.721,Normal,None
Back,0.279316,-0.04742,143.922,14.227,707.723,146.52,113.215,Normal,None
Front,0.04979,0.049245,98.554,-9.693,76.237,134.313,111.109,Normal,None
Front,0.092574,0.014307,165.86,11.01,178.584,141.687,117.945,Normal,None
Front,0.035468,0.035155,81.023,21.268,824.949,128.092,117.532,Normal,None
Back,0.017688,0.019205,157.159,7.352,428.452,153.116,105.377,Normal,None
Back,-0.105427,0.039691,93.766,2.814,754.858,144.946,104.999,Normal,None
Front,0.263054,-0.003689,72.149,9.349,53.612,111.321,119.502,Normal,None
Back,-0.175608,-0.078505,152.565,21.582,607.068,143.79,100.716,Normal,None
Front,0.282136,-0.019249,77.249,9.104,878.833,110.811,107.314,Normal,None
Back,0.140354,-0.069968,179.571,0.715,498.842,131.762,116.238,Normal,None
Front,0.287815,-0.014406,91.311,-2.194,361.691,159.194,110.412,Normal,None
Back,-0.184915,-0.077826,185.902,31.956,282.799,100.157,103.262,Normal,None
Back,0.262931,0.04019,153.899,18.677,414.467,109.149,105.806,Normal,None
Front,0.299148,-0.083166,27.933,-3.456,249.4,103.211,111.897,Normal,None
Back,-0.105993,-0.016401,151.28,14.63,449.302,155.755,115.379,Normal,None
Front,0.198216,0.081454,76.182,25.848,995.329,114.287,115.053,Normal,None
Back,0.233182,-0.021923,67.29,5.124,718.143,103.471,119.998,Normal,None
Back,-0.085652,-0.063899,131.347,6.432,792.956,150.957,114.267,Normal,None
Back,-0.097193,0.081408,159.844,2.221,862.784,121.199,111.312,Normal,None
Front,-0.241361,0.06778,187.265,10.737,365.023,120.54,101.497,Normal,None
