Throttle_Position,Brake_Pressure,Steering_Angle,Vehicle_Speed,Gear_Position,Threat_Type,Attack_Severity
89.34,331.68,21.64,25.12,R,Normal,None
11.02,492.83,-3.0,1.61,N,Normal,None
18.83,414.77,-25.73,19.14,N,Normal,None
7.13,352.28,-12.75,20.29,P,Normal,None
75.05,313.19,-26.76,5.71,N,Normal,None
65.16,12.25,-26.2,20.4,P,Normal,None
94.53,454.32,14.84,26.49,P,Normal,None
11.51,405.72,1.15,24.33,R,Normal,None
33.43,42.77,26.97,28.97,R,Normal,None
39.55,260.14,8.13,17.32,D,Normal,None
9.17,406.38,27.76,3.97,N,Normal,None
80.5,339.43,-22.8,9.85,D,Normal,None
69.8,404.38,-25.52,21.53,D,Normal,None
59.46,210.29,25.55,23.08,N,Normal,None
43.03,484.12,-17.63,1.49,N,Normal,None
81.93,275.93,-4.22,20.48,R,Normal,None
88.63,337.4,6.79,18.54,R,Normal,None
27.64,479.23,-12.24,14.07,P,Normal,None
24.43,329.38,18.22,9.63,R,Normal,None
98.26,26.13,-21.14,21.13,D,Normal,None
65.97,486.36,19.65,28.17,D,Normal,None
48.96,493.68,-13.2,6.06,R,Normal,None
90.11,139.89,2.89,20.35,D,Normal,None
92.37,282.01,-12.06,5.8,P,Normal,None
93.92,51.85,6.17,19.86,R,Normal,None
44.98,205.69,-16.25,4.22,R,Normal,None
7.46,134.67,-0.79,0.23,D,Normal,None
45.89,305.54,28.07,16.35,R,Normal,None
34.26,196.83,17.7,29.35,N,Normal,None
98.94,170.66,6.52,13.7,N,Normal,None
45.92,117.02,0.1,28.91,P,Normal,None
42.49,374.51,8.46,25.03,P,Normal,None
15.64,447.28,-13.35,12.7,N,Normal,None
77.75,383.24,1.94,29.21,P,Normal,None
67.93,256.61,-29.21,26.02,R,Normal,None
25.89,265.61,-4.71,16.23,D,Normal,None
1.96,387.0,-29.57,7.54,R,Normal,None
81.9,443.85,17.37,24.5,R,Normal,None
14.94,266.02,19.43,24.59,N,Normal,None
70.75,52.0,-20.24,19.31,P,Normal,None
80.69,498.37,13.7,22.86,D,Normal,None
83.66,489.26,-10.1,23.89,D,Normal,None
90.11,430.03,13.83,4.61,P,Normal,None
91.78,456.8,-10.62,1.81,N,Normal,None
4.05,117.1,6.38,21.69,N,Normal,None
0.51,375.18,9.5,5.29,R,Normal,None
17.33,496.78,8.22,17.65,N,Normal,None
39.7,164.11,-21.07,19.78,N,Normal,None
43.93,174.52,-23.25,14.09,D,Normal,None
2.59,57.46,23.49,28.27,P,Normal,None
95.28,310.15,23.61,26.75,N,Normal,None
40.83,71.13,-9.2,24.11,P,Normal,None
37.45,397.74,22.68,16.85,P,Normal,None
10.57,415.22,-19.87,13.68,P,Normal,None
97.5,27.83,6.4,22.14,P,Normal,None
54.58,54.48,-22.48,0.7,N,Normal,None
77.23,418.39,14.45,0.37,D,Normal,None
13.29,344.96,12.95,10.62,P,Normal,None
69.09,130.66,18.03,29.04,P,Normal,None
88.92,414.11,-15.53,5.29,N,Normal,None
66.88,21.26,14.53,4.28,N,Normal,None
30.66,171.96,9.53,3.22,P,Normal,None
88.91,83.3,-14.93,28.3,N,Normal,None
40.32,206.23,29.96,1.93,P,Normal,None
93.51,464.41,26.11,13.09,D,Normal,None
45.12,274.09,13.97,9.43,P,Normal,None
17.56,499.3,-13.59,4.22,P,Normal,None
64.77,8.01,-10.42,10.72,R,Normal,None
91.64,316.44,7.23,2.42,D,Normal,None
85.48,42.14,26.2,13.4,N,Normal,None
84.11,209.48,24.91,12.06,R,Normal,None
25.14,340.25,-22.43,6.06,D,Normal,None
25.49,16.26,-12.42,19.94,N,Normal,None
82.12,475.61,-23.8,14.18,N,Normal,None
16.61,417.26,19.36,5.71,D,Normal,None
8.39,309.09,3.21,21.94,R,Normal,None
64.08,31.56,15.55,15.95,D,Normal,None
25.02,119.63,22.08,10.16,P,Normal,None
11.99,14.45,10.9,27.93,N,Normal,None
54.83,470.56,-29.72,26.13,R,Normal,None
11.53,216.77,28.91,11.57,D,Normal,None
3.6,363.9,-6.42,20.36,R,Normal,None
15.76,329.2,-29.94,21.18,P,Normal,None
26.64,228.64,-21.01,19.25,P,Normal,None
74.49,446.94,20.98,22.88,R,Normal,None
91.46,114.59,-1.2,10.29,D,Normal,None
21.95,373.21,-0.46,22.77,R,Normal,None
89.57,357.34,2.48,0.99,N,Normal,None
30.28,172.29,-4.8,12.94,D,Normal,None
43.23,116.32,27.04,1.83,P,Normal,None
49.86,325.19,21.75,29.66,N,Normal,None
54.28,310.57,28.49,2.21,D,Normal,None
16.43,302.77,-26.26,19.4,R,Normal,None
98.63,55.71,-6.74,5.02,D,Normal,None
77.3,386.17,-11.82,11.9,N,Normal,None
84.47,6.7,-20.72,2.27,N,Normal,None
51.47,415.32,-8.65,5.5,D,Normal,None
88.75,132.86,22.73,12.61,P,Normal,None
64.41,111.08,14.52,13.02,N,Normal,None
78.28,181.65,-19.62,7.59,R,Normal,None
71.71,12.72,24.44,10.5,D,Normal,None
27.43,329.08,26.34,9.93,N,Normal,None
85.82,194.44,19.84,25.07,P,Normal,None
30.72,222.54,27.57,25.56,N,Normal,None
18.17,392.17,14.19,2.11,N,Normal,None
2.1,422.05,-13.9,16.75,N,Normal,None
49.81,495.25,27.73,19.52,P,Normal,None
53.71,472.2,-1.44,10.19,D,Normal,None
37.03,318.68,-1.51,17.0,N,Normal,None
21.32,305.84,16.51,24.84,R,Normal,None
59.73,24.4,-29.13,27.41,D,Normal,None
52.79,448.99,-2.73,0.31,N,Normal,None
56.96,324.24,-9.52,23.31,R,Normal,None
16.9,340.6,-3.82,17.33,R,Normal,None
59.36,128.6,18.44,1.31,R,Normal,None
88.57,269.31,21.98,13.95,D,Normal,None
55.73,164.71,-5.6,5.43,R,Normal,None
23.13,273.32,-16.33,14.12,N,Normal,None
24.86,50.53,21.12,27.67,P,Normal,None
96.12,191.78,-14.9,17.27,R,Normal,None
87.73,105.68,13.63,3.79,N,Normal,None
34.01,137.94,-13.41,18.48,P,Normal,None
13.97,186.53,-24.83,26.23,N,Normal,None
96.28,399.29,-8.96,29.48,P,Normal,None
13.01,99.71,3.18,17.69,N,Normal,None
25.64,9.9,11.25,27.36,P,Normal,None
29.4,429.16,12.34,5.03,R,Normal,None
71.1,438.61,-19.27,9.92,D,Normal,None
66.28,93.76,-9.93,26.98,N,Normal,None
19.55,338.94,-26.03,29.53,N,Normal,None
80.9,169.08,-14.07,20.65,P,Normal,None
78.05,123.1,10.49,27.23,P,Normal,None
53.9,61.47,23.97,2.05,R,Normal,None
17.27,327.83,12.21,18.2,N,Normal,None
47.95,484.97,-11.06,19.33,N,Normal,None
96.3,162.58,-16.51,2.99,P,Normal,None
95.02,411.86,-1.12,2.94,R,Normal,None
29.97,409.68,27.79,4.77,R,Normal,None
63.48,131.18,3.45,26.15,R,Normal,None
40.8,120.36,-27.92,17.45,D,Normal,None
41.94,117.61,-16.1,16.85,N,Normal,None
45.1,4.49,26.59,3.91,N,Normal,None
93.26,0.47,-10.56,16.31,R,Normal,None
15.85,113.73,4.96,0.82,D,Normal,None
47.75,102.15,17.2,14.14,R,Normal,None
36.45,81.81,13.85,27.26,D,Normal,None
60.28,378.53,-19.12,20.3,P,Normal,None
81.27,155.4,16.23,20.55,D,Normal,None
54.48,202.11,-24.36,16.28,N,Normal,None
83.27,485.53,-1.23,6.42,P,Normal,None
57.79,91.43,-3.97,27.06,D,Normal,None
44.9,301.8,-6.28,4.14,N,Normal,None
95.26,384.67,8.65,15.88,D,Normal,None
33.83,377.03,8.4,17.37,D,Normal,None
27.31,119.78,-27.84,27.28,R,Normal,None
89.37,284.18,27.41,25.52,N,Normal,None
65.81,90.72,1.41,2.15,D,Normal,None
74.38,271.0,-6.9,23.82,P,Normal,None
50.99,433.21,-16.97,18.22,R,Normal,None
0.19,122.36,-27.26,28.59,D,Normal,None
98.44,296.37,-24.75,26.49,R,Normal,None
99.93,152.58,-17.22,29.78,N,Normal,None
57.43,207.66,-19.57,0.12,D,Normal,None
9.6,430.28,28.79,20.04,N,Normal,None
51.9,64.17,15.9,27.73,R,Normal,None
31.92,422.97,-9.2,13.28,R,Normal,None
24.79,110.59,19.68,13.55,D,Normal,None
47.6,301.93,-27.92,4.53,R,Normal,None
62.25,282.23,19.2,19.7,D,Normal,None
85.24,458.41,27.95,17.54,P,Normal,None
11.98,19.83,-17.71,29.02,P,Normal,None
11.56,444.32,10.54,27.55,D,Normal,None
13.84,487.05,3.62,16.22,D,Normal,None
91.21,240.62,-29.97,29.01,P,Normal,None
52.79,215.92,-21.16,6.98,R,Normal,None
57.29,394.28,2.89,20.89,D,Normal,None
5.12,293.65,11.09,5.06,P,Normal,None
7.7,177.13,2.26,0.98,N,Normal,None
46.55,225.15,-22.59,25.74,R,Normal,None
17.21,276.2,14.71,12.98,N,Normal,None
82.14,120.55,3.68,7.46,D,Normal,None
44.74,57.4,24.03,9.56,N,Normal,None
34.07,266.29,4.38,14.69,P,Normal,None
47.07,321.32,29.76,8.36,R,Normal,None
88.74,3.41,-6.47,24.94,N,Normal,None
32.5,135.41,-19.45,26.39,P,Normal,None
86.42,392.07,3.51,13.55,D,Normal,None
56.34,231.84,1.36,19.19,P,Normal,None
0.07,84.22,-25.13,8.03,R,Normal,None
16.84,75.03,16.16,17.6,P,Normal,None
95.16,34.16,-10.48,28.45,R,Normal,None
16.0,472.46,-10.24,27.34,R,Normal,None
18.37,452.65,-20.39,13.28,P,Normal,None
66.0,387.26,10.92,24.44,N,Normal,None
64.06,295.93,7.38,26.39,N,Normal,None
41.25,391.31,26.62,2.46,P,Normal,None
43.42,241.4,24.11,23.75,P,Normal,None
63.74,105.23,23.69,21.53,D,Normal,None
44.59,391.39,7.45,1.78,P,Normal,None
70.41,110.72,29.16,23.72,P,Normal,None
81.79,35.19,28.76,2.25,P,Normal,None
23.1,436.31,-1.06,24.91,R,Normal,None
0.72,310.17,0.98,18.82,R,Normal,None
2.7,408.42,-24.57,3.57,D,Normal,None
83.17,184.84,7.12,3.13,N,Normal,None
85.3,452.25,13.28,16.7,P,Normal,None
0.85,372.94,0.87,5.99,P,Normal,None
63.91,158.48,-4.02,2.82,R,Normal,None
15.41,213.04,14.96,13.15,R,Normal,None
94.86,293.71,-22.07,13.53,N,Normal,None
42.38,324.74,-19.06,5.7,D,Normal,None
19.05,13.31,0.02,1.18,N,Normal,None
2.25,344.09,-18.77,15.39,P,Normal,None
28.43,203.98,25.1,2.61,R,Normal,None
48.7,241.26,-23.02,20.99,R,Normal,None
50.14,260.7,6.15,11.18,D,Normal,None
80.94,191.13,-23.81,3.23,R,Normal,None
60.91,184.92,14.69,15.22,R,Normal,None
7.88,267.24,10.84,26.05,D,Normal,None
35.28,304.35,-24.07,7.77,D,Normal,None
89.33,317.73,27.17,27.0,N,Normal,None
67.76,483.58,2.65,18.03,D,Normal,None
37.87,462.89,12.06,23.23,R,Normal,None
74.1,187.63,-9.72,27.19,P,Normal,None
3.74,472.04,10.19,28.22,R,Normal,None
99.59,403.89,25.95,1.16,R,Normal,None
25.6,90.54,28.98,1.29,P,Normal,None
74.67,243.74,16.92,11.2,D,Normal,None
66.58,489.37,10.26,18.98,R,Normal,None
14.74,247.09,-18.7,13.23,N,Normal,None
82.65,214.03,-23.98,7.15,N,Normal,None
20.52,162.54,2.51,9.6,N,Normal,None
56.76,103.86,6.47,2.95,P,Normal,None
16.65,387.44,5.47,12.64,D,Normal,None
10.14,57.03,-3.03,19.12,R,Normal,None
36.27,99.56,-29.32,22.76,P,Normal,None
22.12,481.2,-5.13,0.96,P,Normal,None
91.93,286.52,18.71,0.82,D,Normal,None
96.22,310.54,20.51,5.64,N,Normal,None
31.26,375.17,-25.08,20.74,R,Normal,None
48.8,128.79,-13.74,23.77,D,Normal,None
48.53,49.29,0.04,23.98,D,Normal,None
28.89,383.29,-21.25,12.13,N,Normal,None
87.81,262.09,-14.5,2.86,N,Normal,None
30.08,72.66,-17.29,19.67,D,Normal,None
45.09,279.22,11.49,25.41,R,Normal,None
95.67,297.1,-14.74,6.82,P,Normal,None
88.95,254.27,-10.15,23.72,N,Normal,None
47.48,79.75,9.63,7.72,R,Normal,None
96.09,130.61,-14.38,29.98,N,Normal,None
68.55,64.29,-16.79,1.26,P,Normal,None
70.71,6.9,-27.0,25.88,D,Normal,None
40.96,289.9,-20.11,6.2,D,Normal,None
12.67,412.48,5.21,20.11,D,Normal,None
73.03,16.52,11.14,16.44,N,Normal,None
41.22,478.86,10.4,25.22,D,Normal,None
34.3,111.04,9.27,29.36,D,Normal,None
6.86,498.62,12.87,12.08,R,Normal,None
84.43,128.36,-28.55,13.12,P,Normal,None
46.83,343.68,3.52,28.7,N,Normal,None
2.85,345.29,15.12,24.83,N,Normal,None
76.05,360.62,25.64,10.09,R,Normal,None
88.13,336.91,-7.81,18.0,N,Normal,None
53.2,389.98,-19.7,23.42,P,Normal,None
38.4,122.56,2.29,25.89,D,Normal,None
87.86,101.31,-24.07,11.0,R,Normal,None
98.92,65.95,-16.87,14.66,N,Normal,None
5.82,84.68,10.31,25.1,N,Normal,None
74.97,493.46,-17.01,5.61,P,Normal,None
0.73,407.6,29.41,15.18,N,Normal,None
63.59,291.36,6.74,14.91,D,Normal,None
27.04,155.83,27.02,2.65,N,Normal,None
31.83,330.26,0.3,17.97,R,Normal,None
48.89,254.59,-2.73,12.04,N,Normal,None
67.06,450.49,4.06,24.39,R,Normal,None
25.88,284.54,-8.82,4.5,P,Normal,None
65.06,375.8,26.74,8.14,P,Normal,None
21.25,359.18,0.68,2.59,N,Normal,None
91.84,335.9,19.42,4.31,R,Normal,None
51.59,442.82,5.6,0.41,P,Normal,None
5.56,171.54,27.52,25.4,R,Normal,None
65.24,248.71,-9.76,24.9,R,Normal,None
39.59,63.61,-26.9,3.5,R,Normal,None
5.23,336.91,17.94,21.92,P,Normal,None
93.71,164.91,12.91,29.21,N,Normal,None
6.83,126.5,-8.46,0.35,D,Normal,None
25.61,16.86,-12.06,14.62,D,Normal,None
15.67,436.79,-13.29,28.85,N,Normal,None
80.02,248.62,27.94,15.47,R,Normal,None
46.11,134.27,-14.19,7.58,D,Normal,None
29.41,403.54,-10.39,3.77,P,Normal,None
27.03,427.72,-6.77,20.17,D,Normal,None
18.41,214.92,13.67,3.3,P,Normal,None
37.15,381.14,-9.44,10.92,P,Normal,None
87.82,225.72,18.5,20.66,N,Normal,None
42.35,374.27,2.96,5.81,P,Normal,None
77.68,99.73,1.64,12.45,P,Normal,None
62.64,269.69,14.86,0.89,R,Normal,None
52.84,388.12,-4.57,27.02,N,Normal,None
39.31,262.1,-18.16,13.09,P,Normal,None
65.64,297.2,-26.2,7.8,R,Normal,None
52.26,331.13,-10.78,13.74,P,Normal,None
90.77,88.73,-18.45,6.8,R,Normal,None
85.12,497.31,-20.41,4.81,P,Normal,None
34.93,59.32,17.68,9.5,P,Normal,None
96.41,478.89,1.3,19.32,D,Normal,None
50.06,15.33,10.21,28.46,P,Normal,None
58.43,139.77,14.99,8.07,D,Normal,None
20.46,457.69,13.16,15.91,R,Normal,None
89.99,375.87,-28.54,5.65,P,Normal,None
23.24,364.96,25.29,29.64,D,Normal,None
91.0,171.84,-6.35,0.28,P,Normal,None
22.68,31.88,16.56,18.31,P,Normal,None
40.78,39.36,27.81,21.67,P,Normal,None
76.35,14.9,-14.54,26.21,N,Normal,None
40.02,27.58,-3.77,9.19,N,Normal,None
54.99,470.42,2.87,18.97,P,Normal,None
82.68,325.61,9.71,21.73,D,Normal,None
41.53,287.69,4.05,3.53,N,Normal,None
14.45,382.69,29.5,18.94,P,Normal,None
90.28,86.71,28.02,2.04,N,Normal,None
83.73,495.0,24.74,6.49,P,Normal,None
15.48,261.44,-3.93,29.99,R,Normal,None
74.97,445.07,-29.16,14.71,D,Normal,None
94.7,339.73,27.11,27.1,D,Normal,None
17.47,439.55,-25.66,22.26,D,Normal,None
81.95,431.26,-3.43,22.27,R,Normal,None
33.65,294.74,6.58,14.92,D,Normal,None
86.76,244.67,24.16,4.48,D,Normal,None
96.87,0.57,4.81,12.11,R,Normal,None
48.24,470.47,10.56,27.25,N,Normal,None
68.08,34.03,14.44,27.12,N,Normal,None
83.34,338.22,-3.52,16.24,N,Normal,None
80.8,298.54,-22.17,9.46,P,Normal,None
57.67,206.95,-23.8,19.71,R,Normal,None
18.99,169.99,21.64,11.13,P,Normal,None
3.96,50.79,24.57,25.68,D,Normal,None
40.18,118.73,-3.27,11.29,D,Normal,None
26.32,69.66,7.77,9.23,N,Normal,None
62.05,316.42,-4.66,26.05,R,Normal,None
84.39,464.61,-25.32,25.11,D,Normal,None
74.84,103.28,23.4,12.96,D,Normal,None
4.42,355.39,-4.77,8.61,N,Normal,None
96.33,90.9,-1.01,16.93,D,Normal,None
63.07,177.56,1.44,16.43,P,Normal,None
1.07,198.26,27.19,25.2,D,Normal,None
82.48,486.1,26.69,19.88,N,Normal,None
43.47,321.83,24.3,22.94,N,Normal,None
77.07,365.47,17.69,15.99,N,Normal,None
65.82,46.86,20.73,12.45,D,Normal,None
97.66,91.63,-10.33,21.91,P,Normal,None
14.19,319.21,29.31,21.32,D,Normal,None
41.87,6.17,21.61,12.59,P,Normal,None
63.05,181.08,9.87,24.13,D,Normal,None
95.17,431.32,-21.81,19.7,R,Normal,None
63.55,106.95,22.03,9.79,R,Normal,None
3.41,453.07,-23.95,6.89,R,Normal,None
34.96,18.12,5.78,24.44,R,Normal,None
40.38,343.79,-20.65,13.83,D,Normal,None
61.71,73.39,5.16,3.23,R,Normal,None
92.18,26.24,-2.69,7.8,N,Normal,None
88.2,436.59,23.62,24.12,P,Normal,None
94.19,487.14,25.08,28.54,D,Normal,None
75.79,312.17,18.98,12.99,N,Normal,None
5.02,226.62,-14.56,19.65,P,Normal,None
64.87,183.69,3.77,9.62,N,Normal,None
97.22,390.96,-6.08,28.13,P,Normal,None
91.62,373.27,-10.66,0.38,R,Normal,None
39.4,101.63,-7.44,20.29,P,Normal,None
5.63,277.63,-27.79,15.66,N,Normal,None
68.41,159.26,7.27,25.79,D,Normal,None
37.13,112.53,14.19,12.7,N,Normal,None
30.33,342.61,-1.33,20.93,R,Normal,None
54.31,205.11,-3.43,5.35,R,Normal,None
30.37,420.78,-14.94,23.27,D,Normal,None
63.66,267.64,3.99,19.42,P,Normal,None
15.04,404.24,18.86,19.86,D,Normal,None
72.62,354.78,-26.24,15.43,N,Normal,None
50.96,419.13,18.3,10.69,P,Normal,None
93.26,283.11,-5.34,21.38,R,Normal,None
92.05,57.06,1.69,24.07,D,Normal,None
78.74,81.85,11.05,10.49,P,Normal,None
26.92,349.3,10.55,1.02,N,Normal,None
32.88,196.33,-10.28,11.9,P,Normal,None
16.13,323.6,-21.94,16.39,D,Normal,None
23.12,427.51,4.08,28.35,D,Normal,None
38.9,370.32,-13.14,13.61,N,Normal,None
50.03,74.36,-19.99,22.37,P,Normal,None
46.58,154.74,28.38,23.92,D,Normal,None
81.82,18.89,2.43,17.7,R,Normal,None
72.12,311.4,-5.79,9.85,N,Normal,None
15.01,392.19,-26.86,18.71,D,Normal,None
45.58,81.0,27.73,3.72,N,Normal,None
30.43,336.52,-23.86,21.29,D,Normal,None
0.47,450.53,15.53,24.44,D,Normal,None
4.1,238.48,13.69,13.85,R,Normal,None
52.88,304.16,-0.8,21.44,N,Normal,None
11.0,300.0,16.8,27.98,D,Normal,None
78.69,130.57,-4.07,17.54,D,Normal,None
72.89,345.43,-8.07,4.49,R,Normal,None
17.87,365.44,13.56,18.21,R,Normal,None
99.41,27.88,-10.88,28.08,D,Normal,None
7.77,173.98,-24.82,7.45,P,Normal,None
31.61,130.22,11.54,8.31,D,Normal,None
31.99,32.9,-29.36,0.48,P,Normal,None
48.32,94.85,-19.51,11.29,R,Normal,None
83.71,297.26,-16.01,0.78,R,Normal,None
53.32,51.99,3.16,29.78,P,Normal,None
25.87,169.88,-15.37,6.43,D,Normal,None
91.79,215.66,-24.56,27.05,P,Normal,None
64.01,274.98,-12.35,25.46,D,Normal,None
29.26,447.04,-23.46,13.89,D,Normal,None
23.59,75.73,-11.72,3.62,N,Normal,None
93.01,407.87,17.62,12.64,P,Normal,None
57.62,82.06,-2.31,27.87,R,Normal,None
88.49,417.26,1.98,23.78,R,Normal,None
14.92,372.78,16.84,3.14,N,Normal,None
83.41,25.86,-2.8,7.8,N,Normal,None
82.99,400.57,24.93,11.29,D,Normal,None
49.18,415.27,-13.02,10.58,P,Normal,None
26.04,317.29,-17.19,14.71,N,Normal,None
1.52,162.38,20.99,11.56,D,Normal,None
74.38,171.03,16.81,21.35,N,Normal,None
47.45,155.65,-5.23,14.68,N,Normal,None
5.2,342.87,-26.34,11.25,N,Normal,None
58.64,88.62,-25.53,13.96,D,Normal,None
12.3,323.52,-19.98,23.06,N,Normal,None
12.89,410.46,-3.88,1.97,N,Normal,None
37.3,463.34,-0.27,25.86,D,Normal,None
92.76,440.12,-14.42,15.99,R,Normal,None
12.2,493.47,-9.53,29.91,R,Normal,None
53.69,467.53,-8.01,20.19,R,Normal,None
70.04,252.22,-19.42,9.65,N,Normal,None
21.61,117.5,26.69,0.84,R,Normal,None
60.63,148.47,8.93,29.18,D,Normal,None
79.71,171.26,3.65,4.32,D,Normal,None
51.98,36.9,13.48,24.64,P,Normal,None
40.33,152.21,-25.01,12.06,P,Normal,None
3.14,419.03,-4.31,8.63,R,Normal,None
97.31,393.66,27.72,3.51,R,Normal,None
39.2,492.05,-22.4,19.35,N,Normal,None
57.14,344.8,9.06,27.69,D,Normal,None
6.97,243.48,27.19,13.6,N,Normal,None
91.24,332.34,14.02,18.78,P,Normal,None
34.03,35.49,24.24,3.18,N,Normal,None
40.51,349.38,-4.45,12.91,R,Normal,None
92.65,305.3,-26.84,11.47,P,Normal,None
43.91,299.77,-12.74,3.48,N,Normal,None
92.52,428.17,5.44,22.23,P,Normal,None
33.05,446.58,-13.76,18.19,P,Normal,None
65.61,332.36,-5.76,27.29,D,Normal,None
85.69,210.83,14.22,17.24,D,Normal,None
97.49,319.98,24.51,14.31,R,Normal,None
69.07,387.01,-8.86,4.69,R,Normal,None
85.02,68.24,-3.03,3.42,D,Normal,None
45.26,360.72,29.51,20.39,N,Normal,None
72.44,35.18,-8.91,0.08,R,Normal,None
0.89,60.8,0.71,29.17,N,Normal,None
11.09,302.41,17.52,3.49,N,Normal,None
75.11,11.47,-17.44,14.92,N,Normal,None
89.04,492.59,12.58,16.77,N,Normal,None
95.03,218.93,-6.0,22.33,D,Normal,None
61.81,290.24,-17.47,4.52,R,Normal,None
31.42,7.38,-23.29,10.35,R,Normal,None
36.88,163.56,7.0,28.99,N,Normal,None
27.89,475.14,-17.06,2.48,D,Normal,None
78.47,202.08,-23.6,2.07,D,Normal,None
2.65,165.88,26.85,14.83,P,Normal,None
35.82,313.66,12.06,19.22,D,Normal,None
61.54,424.89,-1.08,20.77,N,Normal,None
96.42,75.66,-16.82,22.89,N,Normal,None
77.7,490.67,9.88,10.28,N,Normal,None
94.3,469.73,12.88,10.03,N,Normal,None
34.28,229.32,0.37,19.97,R,Normal,None
80.27,154.65,-10.71,13.89,D,Normal,None
79.53,378.13,-6.1,3.5,P,Normal,None
61.84,192.46,-17.1,23.29,R,Normal,None
46.69,379.6,-11.26,20.19,R,Normal,None
33.41,257.3,25.34,6.42,D,Normal,None
83.47,425.25,-15.86,13.99,P,Normal,None
31.14,68.6,-23.6,0.69,N,Normal,None
79.88,206.55,-20.63,27.08,N,Normal,None
4.21,126.42,21.22,29.14,D,Normal,None
93.46,493.57,-27.26,8.27,N,Normal,None
83.72,411.01,18.57,4.06,P,Normal,None
44.21,124.55,-20.58,14.23,N,Normal,None
84.7,52.93,-21.88,16.0,N,Normal,None
47.04,356.43,-29.89,12.97,N,Normal,None
62.63,433.16,-20.16,27.3,P,Normal,None
44.27,278.05,-13.8,5.2,R,Normal,None
64.84,372.1,-8.59,4.5,D,Normal,None
31.01,303.5,-10.46,1.01,N,Normal,None
57.66,36.06,2.97,27.72,D,Normal,None
28.74,416.52,-18.37,2.19,R,Normal,None
91.76,59.17,-0.9,12.96,P,Normal,None
36.47,253.35,15.79,22.54,D,Normal,None
35.22,497.58,-22.48,23.49,P,Normal,None
28.79,80.53,-23.87,25.04,R,Normal,None
40.42,350.0,-11.36,27.13,R,Normal,None
47.36,478.77,-17.87,10.84,R,Normal,None
8.2,362.82,-24.93,27.41,R,Normal,None
41.85,102.04,-17.7,9.85,D,Normal,None
17.98,494.08,3.16,21.63,D,Normal,None
13.14,147.15,22.78,26.05,R,Normal,None
62.45,32.77,-19.18,14.92,N,Normal,None
52.68,95.08,23.5,1.89,N,Normal,None
17.73,442.01,2.2,19.97,N,Normal,None
96.61,499.72,-12.52,29.38,N,Normal,None
22.52,495.5,25.72,14.93,D,Normal,None
66.07,285.4,-19.78,2.73,R,Normal,None
66.07,130.97,7.75,6.25,R,Normal,None
45.89,338.92,22.59,6.22,R,Normal,None
78.44,119.59,9.35,28.02,D,Normal,None
10.74,99.47,-9.39,18.1,P,Normal,None
57.86,109.34,-27.09,3.04,P,Normal,None
86.25,379.73,-14.23,29.32,D,Normal,None
40.5,400.44,20.42,0.13,R,Normal,None
86.42,198.9,28.74,25.66,N,Normal,None
82.44,152.59,10.48,9.22,D,Normal,None
52.7,488.19,0.35,1.89,P,Normal,None
74.17,109.09,-21.06,23.09,N,Normal,None
55.86,87.07,-24.65,15.02,R,Normal,None
15.13,384.3,-14.74,8.31,R,Normal,None
46.32,20.24,7.69,8.92,N,Normal,None
53.34,296.47,-1.34,23.75,P,Normal,None
43.95,380.61,25.41,24.57,D,Normal,None
26.21,175.77,10.12,13.96,P,Normal,None
8.8,366.25,-21.19,28.0,R,Normal,None
91.95,52.26,-14.85,3.11,R,Normal,None
50.09,190.01,5.3,18.11,N,Normal,None
78.51,160.94,26.49,23.73,D,Normal,None
36.93,339.77,24.68,27.77,R,Normal,None
90.13,305.64,15.7,18.6,P,Normal,None
56.52,154.23,17.33,4.76,P,Normal,None
91.01,218.92,-16.74,22.17,D,Normal,None
51.78,452.41,-19.31,5.4,D,Normal,None
14.52,473.12,19.96,2.63,R,Normal,None
62.43,61.45,-5.56,18.23,P,Normal,None
97.69,468.73,27.98,4.95,R,Normal,None
5.89,56.39,-4.26,25.41,R,Normal,None
45.28,351.3,-4.53,26.69,N,Normal,None
26.57,468.35,28.69,0.95,D,Normal,None
40.52,36.41,26.73,20.83,R,Normal,None
23.74,54.36,-13.38,18.32,N,Normal,None
25.31,5.1,-26.97,9.04,P,Normal,None
14.81,108.95,-24.69,21.89,N,Normal,None
83.62,288.34,3.8,14.87,P,Normal,None
10.96,435.48,-16.16,22.38,N,Normal,None
5.74,82.13,23.5,13.21,D,Normal,None
15.04,473.16,28.44,28.12,D,Normal,None
16.06,231.65,-21.14,5.74,N,Normal,None
0.24,281.0,23.04,12.94,N,Normal,None
36.91,0.48,27.74,24.46,R,Normal,None
54.59,132.68,0.28,15.07,P,Normal,None
34.78,382.45,-6.31,25.82,N,Normal,None
66.45,427.46,-22.28,20.63,R,Normal,None
66.35,488.83,-21.31,27.95,N,Normal,None
73.53,137.22,10.89,15.62,R,Normal,None
59.15,410.66,-14.39,18.22,P,Normal,None
53.9,31.14,-29.3,4.11,D,Normal,None
60.14,82.38,-10.85,8.76,N,Normal,None
89.8,15.63,-18.36,11.26,P,Normal,None
45.75,12.03,14.76,20.11,D,Normal,None
37.46,275.28,4.83,3.34,R,Normal,None
31.89,52.69,-27.25,26.18,N,Normal,None
6.88,415.97,-5.51,5.46,N,Normal,None
50.4,411.52,20.8,0.15,N,Normal,None
94.57,190.36,6.84,27.04,N,Normal,None
65.86,33.39,-0.63,8.52,R,Normal,None
