Rotation_X,Rotation_Y,Rotation_Z,Position_X,Rotation_Q1,Rotation_Q2,Rotation_Q3,Position_Y,Velocity_X,Velocity_Y,Velocity_Z,Position_Z,Bias1,Bias2,Bias3,Bias4,Threat_Type,Attack_Severity
-0.45969,0.70205,0.09591,4545206.53065,0.59721,0.00422,0.02697,1400615.84501,-4.688,0.814,1.082,4602983.13805,0.0,0.0,0.0,0.0,Normal,None
-0.60506,0.93663,-0.86053,4673937.86708,-0.13506,0.70548,0.89735,1438392.88915,4.167,0.459,-3.946,4638641.64017,0.0,0.0,0.0,0.0,Normal,None
-0.89621,0.35789,-0.92195,4510853.81817,0.9767,0.853,-0.8078,1497964.7407,3.275,-3.365,-3.947,4698822.4676,0.0,0.0,0.0,0.0,Normal,None
0.97914,0.92988,0.06025,4372883.13424,0.57802,0.09517,0.82808,1457487.60009,2.71,-0.074,2.919,4687647.20804,0.0,0.0,0.0,0.0,Normal,None
-0.45607,0.07166,-0.82254,4112823.89547,-0.13054,0.05046,-0.70927,1405386.75084,0.386,-1.237,1.485,4696768.37938,0.0,0.0,0.0,0.0,Normal,None
0.91255,0.60646,0.57679,4613964.64001,0.03995,0.58331,0.39255,1402563.94061,-3.49,4.603,-3.042,4644780.2121,0.0,0.0,0.0,0.0,Normal,None
-0.02212,0.30145,-0.44037,4660844.8067,-0.08585,-0.98426,-0.65067,1414298.89473,-0.669,1.025,2.722,4600029.10549,0.0,0.0,0.0,0.0,Normal,None
0.36556,0.91729,-0.78682,4132020.46714,0.95412,0.87832,0.33468,1455305.21295,-4.518,-0.766,-3.901,4602704.03159,0.0,0.0,0.0,0.0,Normal,None
-0.28904,0.78438,-0.04785,4938474.85494,-0.28627,0.31275,0.7912,1475000.58197,1.008,-4.269,-0.894,4623432.06662,0.0,0.0,0.0,0.0,Normal,None
-0.09724,-0.26383,0.45474,4398471.10185,0.01122,0.1236,0.41617,1487517.81607,-0.601,-2.024,-1.576,4605558.80116,0.0,0.0,0.0,0.0,Normal,None
0.094,-0.46619,-0.99723,4910785.70064,-0.36639,-0.46239,-0.87651,1479209.23883,-3.473,2.609,-1.139,4678039.54105,0.0,0.0,0.0,0.0,Normal,None
-0.27281,0.27379,-0.53872,4005780.14508,-0.63392,-0.65847,0.20233,1486999.04623,-1.518,4.251,-2.047,4668843.8526,0.0,0.0,0.0,0.0,Normal,None
0.83708,-0.03929,-0.39205,4738263.95456,-0.54585,-0.44174,0.55857,1443154.65714,1.968,-1.452,-0.4,4620769.96797,0.0,0.0,0.0,0.0,Normal,None
-0.64409,0.79358,-0.43314,4775637.08102,0.29856,0.66125,-0.75801,1437104.41369,-3.127,4.4,-1.259,4669660.19551,0.0,0.0,0.0,0.0,Normal,None
0.70411,-0.81165,-0.21762,4247585.60899,-0.40642,0.7266,0.6662,1416582.68393,0.755,1.403,-1.244,4625735.22848,0.0,0.0,0.0,0.0,Normal,None
-0.90405,-0.68072,0.93152,4356346.35587,0.48557,0.65348,-0.20232,1421483.29121,-3.741,-2.982,2.027,4602239.6494,0.0,0.0,0.0,0.0,Normal,None
-0.76293,0.34365,0.57256,4171971.4838,0.28815,-0.73227,-0.63488,1488587.84228,4.936,-2.513,4.261,4612395.63775,0.0,0.0,0.0,0.0,Normal,None
-0.46961,-0.87167,0.42496,4839187.52637,-0.81623,0.23287,-0.86543,1428904.44955,-1.021,-4.376,-4.441,4653506.38607,0.0,0.0,0.0,0.0,Normal,None
-0.20619,0.99088,0.02232,4230222.01783,0.66834,-0.12552,0.54162,1453557.50233,2.668,1.443,3.156,4608604.71737,0.0,0.0,0.0,0.0,Normal,None
-0.70679,0.46232,0.14509,4845989.64452,0.24352,-0.70483,-0.26579,1429166.36147,3.359,0.084,-2.432,4655189.18032,0.0,0.0,0.0,0.0,Normal,None
-0.64548,-0.65345,0.90442,4515010.05722,-0.72931,0.41009,0.79653,1417867.33619,-3.085,4.019,3.145,4605483.92171,0.0,0.0,0.0,0.0,Normal,None
0.53142,-0.95941,-0.72278,4327336.16498,0.26214,-0.41335,-0.69295,1461052.02351,-3.829,-3.369,0.675,4685390.30852,0.0,0.0,0.0,0.0,Normal,None
0.68882,0.32038,0.47557,4499350.36379,0.02719,0.0804,0.44625,1401952.47865,-1.074,1.644,-0.814,4659804.40193,0.0,0.0,0.0,0.0,Normal,None
-0.94862,0.88982,-0.44317,4122696.32106,0.40122,-0.81225,0.41866,1452413.10847,0.373,-2.302,-0.947,4689158.04946,0.0,0.0,0.0,0.0,Normal,None
0.65873,0.35364,0.84534,4409165.78125,0.03553,0.67476,0.9772,1403009.84809,-3.501,0.153,-4.489,4693878.44212,0.0,0.0,0.0,0.0,Normal,None
-0.35398,0.4986,0.89225,4099648.37682,-0.02716,-0.62996,0.42422,1424167.06404,0.87,0.528,-1.484,4640459.87698,0.0,0.0,0.0,0.0,Normal,None
0.34775,0.13972,0.24665,4255514.45231,0.4765,0.91045,0.26365,1429357.91262,-2.071,3.581,4.65,4648866.81928,0.0,0.0,0.0,0.0,Normal,None
0.03854,0.5423,0.57523,4399478.1802,-0.01614,-0.57416,-0.33905,1405946.80425,-2.745,-3.772,-2.547,4656846.16025,0.0,0.0,0.0,0.0,Normal,None
0.92688,-0.28924,0.25006,4084322.18305,-0.49251,0.33058,-0.82323,1407050.77421,-4.847,-2.149,-2.686,4651461.99518,0.0,0.0,0.0,0.0,Normal,None
-0.99451,0.64498,0.86213,4098889.6483,0.83436,0.81265,-0.10496,1430869.45965,1.842,2.391,4.549,4660422.67478,0.0,0.0,0.0,0.0,Normal,None
0.34151,0.63649,0.69688,4059906.49537,-0.60361,-0.65459,0.23979,1444965.17996,2.535,1.0,-1.549,4655253.05886,0.0,0.0,0.0,0.0,Normal,None
0.99309,-0.96055,0.56392,4472161.35177,-0.31446,-0.81296,-0.90877,1466455.49045,0.821,-3.42,-4.686,4623611.54414,0.0,0.0,0.0,0.0,Normal,None
-0.81734,0.77581,-0.29852,4836564.7122,0.52776,0.09031,-0.42015,1407941.7008,-2.691,0.03,1.197,4632030.73307,0.0,0.0,0.0,0.0,Normal,None
-0.00135,-0.17227,0.82959,4247106.72244,-0.08053,0.32345,-0.62103,1457590.82791,3.071,-0.151,-3.506,4653256.5629,0.0,0.0,0.0,0.0,Normal,None
0.46928,0.93859,-0.0742,4100431.7567,-0.7756,0.28459,0.18765,1412134.20806,-3.647,-0.598,-1.571,4665229.4804,0.0,0.0,0.0,0.0,Normal,None
-0.14481,-0.53708,0.65521,4945800.17415,-0.59069,-0.70705,0.77207,1402066.88883,2.2,-2.063,-4.979,4601774.27667,0.0,0.0,0.0,0.0,Normal,None
-0.67792,0.60217,-0.9704,4955068.71788,-0.49608,0.7723,-0.67084,1439327.83307,2.144,1.048,2.786,4635900.90668,0.0,0.0,0.0,0.0,Normal,None
-0.23152,-0.41744,-0.82996,4119539.28338,0.99531,-0.47346,-0.68775,1412242.93094,3.318,4.392,-4.888,4619248.87592,0.0,0.0,0.0,0.0,Normal,None
-0.46231,-0.81707,-0.47588,4313246.03963,-0.438,-0.42025,-0.58909,1412534.62849,2.62,0.337,-2.15,4670955.22638,0.0,0.0,0.0,0.0,Normal,None
0.61317,0.97479,-0.14902,4942151.37157,0.00273,0.30421,0.89174,1422180.62508,3.652,-0.6,4.317,4602060.48233,0.0,0.0,0.0,0.0,Normal,None
-0.51139,-0.70813,-0.44982,4310010.27232,-0.8641,-0.93894,0.59431,1456548.68023,0.7,3.789,-1.413,4657962.98821,0.0,0.0,0.0,0.0,Normal,None
0.1135,-0.80151,-0.53942,4256448.94647,0.71017,0.13661,0.50375,1467175.5649,-1.249,2.112,-2.283,4681132.06145,0.0,0.0,0.0,0.0,Normal,None
-0.87937,0.34523,0.95535,4120031.01103,-0.90715,0.55758,-0.47478,1460431.56576,-0.69,0.592,0.825,4690143.60709,0.0,0.0,0.0,0.0,Normal,None
-0.70113,0.05314,0.26487,4063046.73512,0.22955,-0.9575,-0.26624,1475760.35571,-4.082,-1.432,-2.591,4698249.64744,0.0,0.0,0.0,0.0,Normal,None
0.74562,-0.62643,-0.12922,4411936.16345,-0.28686,0.9759,0.86653,1420911.69412,-0.25,0.521,-4.306,4667665.87519,0.0,0.0,0.0,0.0,Normal,None
0.33962,-0.51731,-0.2792,4290626.00048,0.36655,-0.91214,0.23032,1444677.66258,-3.44,2.935,4.971,4626942.44696,0.0,0.0,0.0,0.0,Normal,None
-0.98831,0.33288,-0.5839,4917635.3263,0.9166,-0.003,0.26669,1454457.40255,-1.816,0.952,0.137,4664426.29309,0.0,0.0,0.0,0.0,Normal,None
-0.87616,-0.08308,-0.94208,4963794.99487,0.08482,-0.21326,-0.3304,1475391.60908,-4.982,-2.176,3.959,4694388.71856,0.0,0.0,0.0,0.0,Normal,None
0.48571,-0.15263,-0.39096,4089082.586,-0.06275,0.18201,0.45733,1462200.64842,-3.134,-0.443,0.877,4638234.16048,0.0,0.0,0.0,0.0,Normal,None
-0.04661,-0.65056,0.51554,4389820.45098,-0.70888,0.55558,0.53426,1436995.58948,-1.951,0.28,2.191,4625193.8891,0.0,0.0,0.0,0.0,Normal,None
0.03077,-0.08145,-0.91181,4054806.38456,0.91837,0.96512,-0.7807,1447488.44188,0.809,-0.04,4.104,4664176.67693,0.0,0.0,0.0,0.0,Normal,None
-0.68868,-0.54719,-0.50837,4361281.99521,0.39344,-0.02578,-0.97454,1436806.59854,3.822,1.662,-3.297,4628200.23541,0.0,0.0,0.0,0.0,Normal,None
-0.90437,0.56783,-0.63573,4195738.5754,0.85481,0.37479,-0.82489,1451163.73681,-1.69,-2.213,2.381,4676605.83455,0.0,0.0,0.0,0.0,Normal,None
-0.73107,-0.01014,-0.05143,4502293.40682,-0.2882,-0.26683,-0.28699,1419669.96374,0.086,3.409,-3.966,4618599.58973,0.0,0.0,0.0,0.0,Normal,None
0.22415,0.40599,-0.87036,4892846.60275,-0.8367,0.91962,-0.32836,1429472.74721,1.032,-1.043,-4.046,4658283.12538,0.0,0.0,0.0,0.0,Normal,None
-0.08026,0.16724,0.30136,4782023.90239,0.61038,-0.0197,-0.96871,1422974.94625,-4.559,-2.651,2.293,4654395.49274,0.0,0.0,0.0,0.0,Normal,None
-0.84236,0.63209,0.22253,4861260.64634,0.73415,-0.19709,-0.7758,1425259.47914,1.713,0.521,2.748,4671437.93753,0.0,0.0,0.0,0.0,Normal,None
0.77967,-0.4458,-0.05157,4262825.88697,0.35915,0.12915,0.82272,1424494.61014,2.779,-0.17,0.155,4693974.76566,0.0,0.0,0.0,0.0,Normal,None
0.96343,0.30357,0.25105,4541811.773,0.61946,0.79666,0.47143,1442055.70626,2.918,-1.899,0.321,4686121.20882,0.0,0.0,0.0,0.0,Normal,None
-0.55319,0.88982,-0.02621,4262618.93244,-0.74004,-0.76913,-0.08389,1433226.32244,-0.898,-1.516,4.804,4643120.83083,0.0,0.0,0.0,0.0,Normal,None
-0.03832,-0.55834,-0.26533,4935652.51447,0.11492,0.33067,-0.70301,1419159.02801,-3.669,3.861,4.643,4637257.59513,0.0,0.0,0.0,0.0,Normal,None
-0.48882,0.08481,0.19252,4825622.56643,0.03869,0.2793,0.06149,1407352.77451,3.964,4.176,2.671,4677411.01583,0.0,0.0,0.0,0.0,Normal,None
-0.26188,0.65068,-0.37857,4689318.39606,0.11937,-0.49062,0.26853,1481159.82212,0.468,1.025,1.439,4649061.42135,0.0,0.0,0.0,0.0,Normal,None
-0.23543,-0.81042,0.48995,4730246.11445,-0.89485,0.45825,-0.28632,1434008.32144,-4.297,-3.089,-1.809,4623555.57145,0.0,0.0,0.0,0.0,Normal,None
0.37541,0.25473,-0.44914,4984658.84696,-0.24888,0.90636,0.65741,1498705.7471,0.387,0.039,-1.79,4635300.88833,0.0,0.0,0.0,0.0,Normal,None
0.8007,-0.7993,-0.19446,4698288.60404,0.93299,0.4918,0.5967,1400965.67261,2.877,-0.208,-0.637,4636403.1136,0.0,0.0,0.0,0.0,Normal,None
0.2732,-0.01149,0.43271,4294720.82505,0.21904,0.43723,0.36928,1474035.12319,3.729,2.888,3.573,4621868.54838,0.0,0.0,0.0,0.0,Normal,None
0.23065,-0.81357,-0.77867,4341339.44925,0.36106,-0.98037,0.63632,1492949.92288,0.052,-2.294,-3.926,4680771.35042,0.0,0.0,0.0,0.0,Normal,None
0.97381,-0.19845,-0.36721,4343747.08649,0.34262,-0.77515,-0.21778,1418385.55797,1.646,-4.249,-4.206,4648100.47912,0.0,0.0,0.0,0.0,Normal,None
-0.6324,-0.93586,-0.67469,4327708.06336,0.60269,0.23885,-0.94599,1438675.58756,-4.736,1.911,2.904,4686013.84205,0.0,0.0,0.0,0.0,Normal,None
0.21114,-0.0046,-0.21336,4478240.09183,0.07358,0.01018,-0.26999,1482067.36124,-1.979,-2.038,-3.156,4689100.14957,0.0,0.0,0.0,0.0,Normal,None
0.27836,0.31645,-0.11857,4238785.23216,-0.99439,0.99704,0.77995,1415886.89653,-4.732,1.02,-4.475,4648410.10215,0.0,0.0,0.0,0.0,Normal,None
0.81015,0.32301,0.62595,4391552.9509,0.65099,0.384,0.40255,1402205.11229,-3.143,2.421,-4.607,4620617.79036,0.0,0.0,0.0,0.0,Normal,None
-0.29545,0.74995,-0.21893,4408396.17953,0.57624,0.5964,-0.85021,1424275.03137,-4.924,-1.641,4.388,4655876.47923,0.0,0.0,0.0,0.0,Normal,None
0.1629,0.80668,-0.80062,4921466.00152,-0.04133,-0.67187,-0.52179,1463628.07161,4.605,-2.267,-3.008,4615651.57191,0.0,0.0,0.0,0.0,Normal,None
-0.79354,0.30406,-0.04988,4422475.02253,0.61785,-0.42379,-0.47923,1432717.93646,-2.101,-2.934,-0.008,4629621.19927,0.0,0.0,0.0,0.0,Normal,None
-0.64982,0.38581,0.0289,4789880.76735,-0.15261,-0.96858,-0.81732,1471172.8335,-0.5,-0.601,3.032,4612193.07217,0.0,0.0,0.0,0.0,Normal,None
0.5788,-0.53873,-0.42305,4800740.88723,0.17402,-0.56222,0.94886,1457685.03136,0.736,0.585,-1.74,4619726.14869,0.0,0.0,0.0,0.0,Normal,None
0.69096,-0.092,0.08925,4824955.06349,0.42906,0.20055,0.13103,1485658.52016,-3.089,0.874,-1.314,4691626.30184,0.0,0.0,0.0,0.0,Normal,None
-0.59027,-0.22763,0.54596,4580040.39567,0.48974,-0.56886,0.81792,1480464.95316,-3.619,2.353,3.294,4661638.14897,0.0,0.0,0.0,0.0,Normal,None
0.82395,0.23695,0.29062,4711764.64135,0.90126,-0.35771,0.07525,1448557.75147,-4.648,-3.536,-0.249,4627704.06988,0.0,0.0,0.0,0.0,Normal,None
0.88881,-0.12813,-0.49419,4746348.53067,-0.62934,0.45407,0.57645,1400778.9167,-2.504,2.024,0.039,4643335.44313,0.0,0.0,0.0,0.0,Normal,None
-0.88247,0.20105,-0.38186,4190423.88441,0.31806,-0.44006,0.88841,1448692.06656,2.24,3.518,4.771,4660614.42858,0.0,0.0,0.0,0.0,Normal,None
0.62582,-0.43386,-0.96394,4122431.47186,0.25396,-0.73729,0.88022,1410468.82079,-2.157,1.525,4.107,4698977.86148,0.0,0.0,0.0,0.0,Normal,None
0.98974,-0.99734,-0.5741,4262376.55085,-0.97526,0.32229,0.65392,1442368.44662,-0.475,-2.19,4.086,4620621.38206,0.0,0.0,0.0,0.0,Normal,None
0.26409,0.0833,-0.55272,4675661.69649,-0.64887,-0.26856,-0.84213,1445076.0711,1.681,-2.994,3.259,4648481.97737,0.0,0.0,0.0,0.0,Normal,None
-0.82476,0.51072,0.98214,4196788.50562,-0.78598,0.26359,-0.86507,1430406.1661,-0.127,-2.206,3.636,4665441.34298,0.0,0.0,0.0,0.0,Normal,None
-0.27055,-0.7945,0.65437,4902337.09811,-0.13674,0.32397,-0.94626,1414671.6617,3.393,-0.475,-0.819,4658700.31205,0.0,0.0,0.0,0.0,Normal,None
-0.54025,0.25095,0.41871,4329985.93158,0.32542,0.0193,-0.07248,1487256.45151,-1.752,2.038,4.668,4637447.72596,0.0,0.0,0.0,0.0,Normal,None
-0.77024,-0.50466,-0.06581,4892656.4261,0.91841,0.0952,0.25345,1474755.60739,1.318,4.369,-2.288,4697686.51302,0.0,0.0,0.0,0.0,Normal,None
-0.24143,-0.52509,0.96594,4695748.81072,0.59636,0.45886,-0.38775,1430735.17828,-1.672,-2.641,-2.037,4658435.65443,0.0,0.0,0.0,0.0,Normal,None
-0.09323,-0.84846,-0.51498,4695198.83419,-0.72698,0.34488,0.44274,1465019.19252,-3.698,4.392,-1.869,4654963.55138,0.0,0.0,0.0,0.0,Normal,None
0.42921,0.48455,0.09576,4208886.32002,-0.36128,-0.73495,0.68048,1474224.56838,4.654,-0.347,3.745,4668129.5294,0.0,0.0,0.0,0.0,Normal,None
0.56997,-0.73114,-0.66777,4530876.91155,0.57917,0.10139,0.02433,1452137.28996,0.501,-1.478,-4.218,4642435.71417,0.0,0.0,0.0,0.0,Normal,None
-0.88143,-0.88571,-0.78707,4432910.48682,-0.10788,-0.32908,0.83263,1405488.73415,1.451,-1.09,-3.803,4644020.70029,0.0,0.0,0.0,0.0,Normal,None
-0.33358,-0.5452,-0.32383,4928524.07994,0.11712,0.82578,-0.38436,1466030.08759,-4.861,-1.162,1.711,4659796.88555,0.0,0.0,0.0,0.0,Normal,None
-0.37482,-0.82261,0.62562,4501129.09152,0.43194,0.09278,0.62406,1428983.84018,-2.653,-1.56,-1.038,4682173.7876,0.0,0.0,0.0,0.0,Normal,None
0.30607,-0.24029,-0.08415,4806176.39038,-0.1376,-0.95506,0.34638,1423344.01475,-4.051,0.702,-1.171,4600525.02931,0.0,0.0,0.0,0.0,Normal,None
0.50695,-0.75941,-0.00329,4731407.18747,0.78497,-0.21018,-0.16521,1455130.83868,-0.202,-1.598,-2.808,4630154.66361,0.0,0.0,0.0,0.0,Normal,None
-0.71726,-0.88631,-0.93388,4794120.72249,-0.67188,0.76925,0.0635,1446623.85189,-3.266,3.222,3.087,4605489.07594,0.0,0.0,0.0,0.0,Normal,None
-0.19651,0.89515,-0.80676,4259591.44016,0.42297,-0.27488,-0.27202,1405896.40907,1.87,4.72,-1.589,4625004.94581,0.0,0.0,0.0,0.0,Normal,None
0.68646,0.11303,-0.73985,4855658.68062,-0.41235,-0.65609,-0.01813,1406847.42353,-3.811,0.516,-3.148,4666653.66314,0.0,0.0,0.0,0.0,Normal,None
0.71706,-0.77035,0.18831,4898906.37515,-0.44859,0.02637,0.56717,1442100.74967,-1.788,-1.829,3.952,4644824.7373,0.0,0.0,0.0,0.0,Normal,None
-0.84743,0.54357,-0.78166,4932302.51753,0.65085,-0.27007,0.80504,1477201.51854,4.024,1.455,3.533,4680302.55436,0.0,0.0,0.0,0.0,Normal,None
0.38569,-0.78136,0.73961,4718864.34206,0.56132,0.54195,0.52944,1416429.31606,-2.892,-3.535,2.575,4632300.96487,0.0,0.0,0.0,0.0,Normal,None
0.86484,0.89601,-0.31598,4416994.59273,-0.15036,0.67776,-0.67264,1423009.2319,4.783,3.22,2.005,4629527.73173,0.0,0.0,0.0,0.0,Normal,None
-0.92198,0.34243,-0.64585,4185536.81377,-0.00946,0.08255,0.12478,1486481.8375,2.371,-2.834,0.078,4668578.43282,0.0,0.0,0.0,0.0,Normal,None
0.82951,-0.03838,-0.0714,4748241.34749,0.42919,-0.69481,-0.34859,1483302.98377,2.112,-0.998,-1.363,4633634.27785,0.0,0.0,0.0,0.0,Normal,None
-0.8767,-0.98655,-0.73824,4358811.65136,-0.62832,-0.0222,-0.40724,1409565.70932,0.694,3.05,-2.863,4618738.30071,0.0,0.0,0.0,0.0,Normal,None
-0.07842,0.12158,-0.5115,4296522.6222,-0.78826,0.3265,-0.55085,1460040.70584,-0.0,-2.647,-4.386,4652951.14482,0.0,0.0,0.0,0.0,Normal,None
-0.62253,-0.68883,0.77819,4054381.69537,-0.68491,0.05322,0.01969,1418371.95667,4.052,3.268,4.326,4682275.40317,0.0,0.0,0.0,0.0,Normal,None
-0.01896,0.28265,0.81966,4054293.47585,-0.31163,0.83741,-0.9466,1453109.51846,-4.033,-3.714,2.353,4667979.84303,0.0,0.0,0.0,0.0,Normal,None
-0.72869,-0.14928,-0.50259,4091716.15142,-0.09485,0.21186,-0.86186,1490570.65138,-3.298,-4.022,-1.187,4612021.2642,0.0,0.0,0.0,0.0,Normal,None
-0.39913,-0.2731,-0.02178,4478542.1566,-0.14839,0.28525,0.71132,1475334.3033,-1.092,1.149,-2.815,4635377.75094,0.0,0.0,0.0,0.0,Normal,None
0.72448,0.5375,0.60381,4205300.80608,-0.93361,0.62899,-0.44658,1499238.87836,-4.481,2.774,3.629,4649563.53775,0.0,0.0,0.0,0.0,Normal,None
0.25555,0.82384,-0.58632,4345164.93615,-0.74676,-0.8382,-0.59179,1489700.68332,0.294,-3.032,0.457,4651016.35701,0.0,0.0,0.0,0.0,Normal,None
0.44615,0.25063,0.3446,4023648.26889,-0.81757,-0.00786,-0.38399,1440555.73608,-1.981,3.652,-0.218,4666418.88544,0.0,0.0,0.0,0.0,Normal,None
0.48943,-0.64353,0.16301,4498413.30662,0.83384,0.01114,-0.17532,1429522.24221,-3.131,4.172,3.751,4622603.70951,0.0,0.0,0.0,0.0,Normal,None
-0.05709,-0.96976,-0.43866,4382467.57192,-0.76968,0.86085,-0.96371,1445973.58426,-4.913,-0.425,0.537,4632612.08966,0.0,0.0,0.0,0.0,Normal,None
0.76846,-0.7551,0.29561,4967156.16428,0.07318,0.01134,0.51137,1423393.53123,-4.878,4.017,0.58,4669345.13865,0.0,0.0,0.0,0.0,Normal,None
0.12986,-0.98805,0.09496,4943806.69978,0.58809,0.03343,0.84398,1433015.44378,-2.216,1.021,3.395,4609949.4353,0.0,0.0,0.0,0.0,Normal,None
-0.69663,0.0705,0.26428,4380846.42035,-0.76309,-0.88693,-0.57121,1402615.77738,1.609,-2.465,-2.817,4607081.42223,0.0,0.0,0.0,0.0,Normal,None
-0.54797,-0.73095,0.0797,4714853.95886,0.2123,0.05416,-0.83593,1410880.37368,0.922,0.953,-2.713,4617654.59464,0.0,0.0,0.0,0.0,Normal,None
0.2091,0.68288,0.64265,4503375.50045,0.72135,0.21999,0.67512,1448295.35606,1.423,-4.06,3.205,4644418.01988,0.0,0.0,0.0,0.0,Normal,None
-0.79318,-0.00794,-0.41539,4501421.78034,-0.80336,-0.12081,0.53477,1427032.45816,4.918,-3.696,-1.327,4634810.33751,0.0,0.0,0.0,0.0,Normal,None
0.96479,-0.42661,0.19773,4990882.71683,-0.40655,-0.89109,-0.48685,1478268.70259,1.681,4.687,1.626,4674241.56967,0.0,0.0,0.0,0.0,Normal,None
-0.60662,-0.16008,-0.12163,4445609.0942,0.04714,0.90424,-0.93769,1486077.5349,0.848,4.062,0.03,4666771.84629,0.0,0.0,0.0,0.0,Normal,None
0.20949,0.44843,0.78118,4666436.40474,0.97781,0.38799,-0.33764,1477455.27796,-3.997,3.684,0.718,4647997.51187,0.0,0.0,0.0,0.0,Normal,None
0.2063,-0.12137,-0.43956,4920124.5983,0.1569,-0.38231,0.95544,1499327.41833,-0.238,-4.285,0.806,4695452.79292,0.0,0.0,0.0,0.0,Normal,None
-0.39202,-0.06751,0.44064,4124989.74997,0.81148,-0.79064,0.67555,1451346.43355,-1.775,-0.764,-1.444,4685682.11682,0.0,0.0,0.0,0.0,Normal,None
-0.97593,0.54754,-0.52632,4544585.20637,-0.98031,0.08229,-0.31053,1481750.14032,3.233,-3.927,-2.231,4679136.64488,0.0,0.0,0.0,0.0,Normal,None
-0.73522,0.71708,0.82361,4742137.57683,0.01921,-0.83325,0.05155,1448828.42463,-4.286,-1.779,4.782,4614359.86929,0.0,0.0,0.0,0.0,Normal,None
0.51846,-0.76725,0.94489,4376164.95658,0.57971,0.6325,0.48904,1462901.15881,3.897,2.072,-1.638,4661974.34741,0.0,0.0,0.0,0.0,Normal,None
-0.52025,-0.12844,0.77101,4918004.6072,0.58243,0.1474,-0.42272,1455547.15432,3.227,0.504,0.821,4613457.53418,0.0,0.0,0.0,0.0,Normal,None
0.51093,-0.17936,-0.76061,4892080.33962,-0.54252,-0.58051,0.01521,1466374.32662,3.781,-3.91,-2.906,4647117.61571,0.0,0.0,0.0,0.0,Normal,None
-0.01143,0.82202,-0.0994,4859216.04872,0.74716,-0.02393,-0.14418,1454736.91786,2.093,-2.46,-1.84,4698174.69095,0.0,0.0,0.0,0.0,Normal,None
-0.98368,0.58961,-0.97814,4950746.95208,-0.50649,0.90501,0.21901,1441905.71245,-3.797,1.893,4.997,4605491.91831,0.0,0.0,0.0,0.0,Normal,None
-0.69542,-0.04137,-0.28962,4889594.6071,0.63688,-0.17123,0.37493,1456648.99868,-3.523,2.73,1.275,4615921.12066,0.0,0.0,0.0,0.0,Normal,None
0.48127,0.30579,0.764,4356802.78776,0.37602,0.8226,0.14351,1447332.46142,-3.684,-3.835,-4.156,4612689.60927,0.0,0.0,0.0,0.0,Normal,None
0.30307,-0.71622,-0.48916,4401519.57293,0.03011,0.67245,-0.28084,1453311.19992,3.346,-1.288,-3.879,4667520.82006,0.0,0.0,0.0,0.0,Normal,None
-0.36483,-0.99478,0.8818,4107951.83273,0.308,-0.94339,-0.58433,1457696.8884,4.148,0.906,1.807,4691976.17631,0.0,0.0,0.0,0.0,Normal,None
0.3956,-0.53079,-0.90502,4519666.18228,0.21483,0.60293,0.91493,1402350.65579,1.629,-4.997,-2.232,4601724.59557,0.0,0.0,0.0,0.0,Normal,None
-0.44737,0.93257,0.82585,4881529.87761,-0.33785,-0.42785,-0.28414,1489960.23938,3.655,0.25,4.307,4657323.44808,0.0,0.0,0.0,0.0,Normal,None
0.78722,0.10465,-0.60534,4750060.60492,-0.78995,-0.32901,-0.1655,1478168.19713,4.964,-4.323,3.312,4608342.68873,0.0,0.0,0.0,0.0,Normal,None
-0.01479,0.6415,-0.34954,4425568.79629,-0.70251,0.41027,-0.6598,1489227.30492,1.659,-1.749,-2.279,4661874.41975,0.0,0.0,0.0,0.0,Normal,None
-0.52948,-0.354,-0.13824,4928991.84815,0.29295,-0.04846,-0.34231,1460649.11381,4.387,1.019,-4.165,4665203.10565,0.0,0.0,0.0,0.0,Normal,None
-0.35859,0.3243,0.96603,4861144.93403,0.41997,0.28308,0.09361,1493643.18769,0.401,4.881,-0.494,4621579.24424,0.0,0.0,0.0,0.0,Normal,None
0.13581,-0.33429,0.15172,4359896.72736,0.44769,-0.70901,-0.34261,1490928.47111,1.759,-4.531,1.404,4634102.71257,0.0,0.0,0.0,0.0,Normal,None
0.86038,0.78984,-0.84757,4167917.45462,0.4515,0.79576,0.74427,1488079.63891,-2.505,-3.705,-0.671,4676328.79707,0.0,0.0,0.0,0.0,Normal,None
0.87283,-0.21948,-0.56658,4350120.50688,0.30836,-0.91435,0.27202,1440805.47246,-3.506,2.366,-3.086,4650801.48071,0.0,0.0,0.0,0.0,Normal,None
0.43796,-0.42037,0.56276,4423205.00576,0.51088,-0.06918,-0.97578,1499863.92789,-0.063,2.445,1.85,4621069.23941,0.0,0.0,0.0,0.0,Normal,None
0.28871,-0.20985,0.50009,4520990.82102,-0.22155,0.29129,0.61266,1461233.46849,3.704,-4.841,3.779,4698628.18029,0.0,0.0,0.0,0.0,Normal,None
-0.93843,0.05451,0.63084,4669780.39261,0.46585,0.60556,-0.05893,1465652.51931,2.048,-0.933,-0.465,4664424.53251,0.0,0.0,0.0,0.0,Normal,None
-0.09982,-0.93208,0.67923,4970850.2471,0.44888,-0.05665,0.4731,1415397.64693,2.466,-2.755,0.014,4642636.76901,0.0,0.0,0.0,0.0,Normal,None
-0.22363,0.63008,-0.31575,4742738.56489,0.03014,0.42083,-0.51478,1430911.15491,2.959,0.978,-2.679,4676557.53151,0.0,0.0,0.0,0.0,Normal,None
