Latitude,Longitude,Speed,Heading,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Yaw_Rate,Threat_Type,Attack_Severity
37.15299,-121.820291,28.32,277.59,1.057,-1.203,-0.501,0.05095,0.02359,0.06852,-1.81,Normal,None
37.951757,-121.036049,23.46,78.56,2.753,2.999,-0.082,0.07226,0.07329,-0.05792,-0.83,Normal,None
37.712122,-121.237141,20.37,210.93,0.614,1.022,-0.087,-0.0398,0.01954,-0.02053,2.61,Normal,None
37.061952,-121.068208,24.89,36.09,-1.426,2.542,-0.784,0.07142,0.00826,0.09598,2.34,Normal,None
37.636661,-121.444255,15.32,73.36,0.956,-2.314,0.332,0.06842,-0.03977,-0.00268,-0.91,Normal,None
37.303889,-121.279875,29.66,314.66,1.22,0.884,-0.202,-0.067,0.07387,-0.04264,-1.41,Normal,None
37.092675,-121.046765,13.54,109.64,-2.818,0.53,-0.443,-0.06902,-0.07433,0.03902,-1.0,Normal,None
37.985869,-121.286541,15.02,279.36,0.706,-2.474,0.628,0.02239,0.03775,-0.06266,4.71,Normal,None
37.776359,-121.976151,28.74,92.76,0.853,-0.749,-0.076,-0.09173,0.0278,-0.06189,1.62,Normal,None
37.738224,-121.472909,25.21,206.88,0.546,0.535,0.18,0.03361,0.06521,-0.09545,-3.79,Normal,None
37.882312,-121.134107,25.98,59.91,-2.624,-0.475,-0.498,-0.06448,0.00926,0.08241,0.07,Normal,None
37.039059,-121.155044,2.67,297.47,-1.091,-2.013,-0.868,-0.04449,-0.05167,0.08675,-0.65,Normal,None
37.112471,-121.540344,28.91,238.61,1.675,0.308,0.283,0.00835,-0.02744,0.024,-0.64,Normal,None
37.764221,-121.117842,12.05,78.47,0.221,-2.964,-0.029,0.03192,-0.04605,-0.06955,-1.64,Normal,None
37.814213,-121.800745,21.95,44.72,-1.479,-1.726,-0.129,-0.08086,0.05582,-0.03223,-4.04,Normal,None
37.470515,-121.866385,9.57,230.32,-0.831,-2.429,-0.493,0.02891,-0.06481,0.0485,-4.45,Normal,None
37.804943,-121.960743,21.09,333.89,1.659,-2.895,0.195,-0.09244,0.05945,0.0867,-1.47,Normal,None
37.356024,-121.302129,22.84,68.92,-1.261,0.573,0.298,-0.03965,0.01356,-0.08598,-4.07,Normal,None
37.516897,-121.331979,20.09,158.87,1.141,-2.526,-0.215,0.06356,-0.05522,-0.03235,0.28,Normal,None
37.26763,-121.663551,28.7,107.05,-1.768,-2.154,0.248,-0.05221,0.01596,-0.07944,0.65,Normal,None
37.692472,-121.504398,20.48,10.6,0.586,2.439,-0.256,0.01394,-0.00115,-0.00204,0.42,Normal,None
37.60708,-121.285327,16.3,287.88,-1.563,0.714,0.48,-0.08578,-0.09419,-0.0239,3.98,Normal,None
37.431796,-121.346285,10.46,269.47,-0.414,-2.793,0.723,0.06438,0.07213,0.06268,-3.42,Normal,None
37.834441,-121.426666,11.95,311.61,-2.434,-2.41,-0.161,0.08505,0.0433,0.03557,-3.43,Normal,None
37.802833,-121.121538,21.36,262.67,-0.22,-2.742,0.953,-0.00776,-0.00811,-0.04684,-1.48,Normal,None
37.941037,-121.029085,0.52,348.47,-1.652,2.761,0.57,0.07698,0.04351,0.032,-4.36,Normal,None
37.013437,-121.402926,1.82,170.48,2.515,0.766,0.133,-0.03233,0.00411,-0.08837,-2.04,Normal,None
37.302952,-121.609899,9.49,114.36,1.516,-0.803,0.088,-0.09068,0.04833,0.0587,2.12,Normal,None
37.30615,-121.712071,26.8,289.76,-2.186,1.452,-0.367,0.01679,0.00338,0.05385,-1.37,Normal,None
37.06345,-121.954644,19.58,198.65,0.023,-0.248,-0.506,0.0791,0.02093,0.06695,0.27,Normal,None
37.604407,-121.073546,24.75,28.02,-0.364,0.713,-0.489,-0.07695,-0.04228,0.01709,3.11,Normal,None
37.338967,-121.779094,1.45,304.18,1.914,-1.888,0.398,0.0967,-0.02925,-0.05213,2.53,Normal,None
37.887342,-121.508707,15.98,239.22,-0.391,-1.044,0.897,0.01632,0.06656,-0.0286,-1.81,Normal,None
37.994534,-121.4735,24.77,215.08,-1.306,2.932,-0.628,-0.06047,-0.06333,-0.06443,-1.12,Normal,None
37.168873,-121.746865,13.65,207.98,-2.496,0.323,-0.325,0.01522,0.06003,0.02667,3.89,Normal,None
37.648403,-121.777065,26.54,262.03,2.966,-0.337,0.626,0.06538,0.0628,-0.01707,-1.56,Normal,None
37.025967,-121.597207,1.7,290.09,-0.303,1.753,-0.902,0.05648,-0.08201,0.09037,3.15,Normal,None
37.796047,-121.495248,22.16,196.43,-2.818,1.847,-0.132,0.0245,-0.09265,-0.02639,2.77,Normal,None
37.747092,-121.162616,16.55,41.76,1.185,2.201,-0.771,0.0203,0.08815,-0.09515,-2.0,Normal,None
37.043485,-121.217866,8.19,270.1,0.824,-2.454,-0.91,-0.09886,0.02328,0.03483,3.73,Normal,None
37.996264,-121.141267,3.22,121.31,-1.469,1.629,0.245,0.07885,-0.09329,0.0711,3.41,Normal,None
37.051138,-121.143827,14.83,105.28,-0.002,1.046,0.212,-0.00967,-0.07266,-0.00498,-4.51,Normal,None
37.199859,-121.91649,1.13,285.75,2.711,0.047,-0.67,-0.02296,0.06628,0.04941,4.39,Normal,None
37.761339,-121.517,29.18,255.86,-1.521,2.981,0.702,0.07422,-0.00296,-0.0402,-4.69,Normal,None
37.765965,-121.006018,15.72,185.83,-1.126,2.242,0.646,-0.0991,-0.06882,-0.00427,-4.21,Normal,None
37.840293,-121.914785,7.07,325.39,2.208,0.486,-0.303,0.00635,0.06824,-0.00377,4.15,Normal,None
37.102516,-121.26928,13.08,135.27,1.527,0.857,0.152,0.08815,0.09037,-0.04188,2.57,Normal,None
37.379798,-121.026285,19.28,201.68,1.573,2.332,-0.633,0.02317,0.08902,-0.02324,1.78,Normal,None
37.615283,-121.454305,2.53,155.98,0.825,2.287,0.594,-0.09594,-0.07273,0.09829,-0.11,Normal,None
37.364051,-121.750872,10.12,260.58,-0.403,1.647,-0.266,0.03374,-0.01163,-0.02275,1.13,Normal,None
37.258639,-121.638711,2.05,247.82,2.276,1.658,-0.131,0.04152,-0.02034,-0.03078,0.69,Normal,None
37.473287,-121.176529,23.27,289.12,-0.378,1.761,0.944,0.06843,0.08386,0.00312,-0.69,Normal,None
37.181969,-121.432569,2.39,177.49,-2.173,2.062,0.821,0.06685,0.01532,0.08659,-2.84,Normal,None
37.653357,-121.004833,22.77,326.85,-0.917,-0.461,0.214,0.05559,0.08778,0.03543,1.89,Normal,None
37.412483,-121.805546,8.55,249.62,1.156,0.659,0.865,0.0209,-0.05098,0.0415,-4.1,Normal,None
37.763073,-121.22895,28.82,318.43,-1.95,2.509,0.917,0.09664,0.0295,-0.09767,-0.63,Normal,None
37.748416,-121.121119,27.72,227.43,-2.559,-0.51,0.559,0.08147,0.06162,-0.09885,-4.22,Normal,None
37.325714,-121.967078,29.38,158.51,1.627,0.295,-0.396,-0.06319,0.06972,0.01546,4.59,Normal,None
37.700597,-121.686855,26.29,97.39,-1.913,0.863,-0.898,-0.02884,-0.07703,0.06202,4.1,Normal,None
37.5497,-121.686501,3.92,315.05,-0.817,-0.93,-0.482,-0.00754,0.05636,-0.08482,4.03,Normal,None
37.160461,-121.044912,22.12,101.06,-1.877,1.51,-0.067,0.09191,-0.06025,0.09086,1.55,Normal,None
37.374239,-121.886892,15.67,307.0,0.525,-0.173,0.142,0.07592,-0.03699,-0.08019,-4.97,Normal,None
37.776586,-121.90339,14.74,36.73,-0.615,2.923,-0.452,-0.03939,-0.08105,0.02571,-3.95,Normal,None
37.135892,-121.513615,16.59,125.15,-1.373,-1.948,0.174,-0.05812,-0.0301,-0.02288,0.46,Normal,None
37.47114,-121.966757,5.01,63.18,2.95,-0.283,0.136,-0.02104,0.05689,-0.03946,3.14,Normal,None
37.808811,-121.601924,27.17,335.88,-0.373,-0.066,-0.666,-0.09586,-0.09649,0.06092,-4.78,Normal,None
37.99264,-121.254797,27.76,215.96,-1.793,0.907,-0.065,0.06035,0.04879,-0.0997,-1.45,Normal,None
37.012906,-121.396727,29.33,101.13,-1.849,-0.531,0.077,0.04526,-0.09179,0.02756,-2.59,Normal,None
37.245627,-121.232256,27.13,250.48,-1.293,-2.137,0.032,-0.03075,0.04571,-0.03581,2.25,Normal,None
37.707991,-121.401299,15.79,24.0,1.129,1.12,-0.555,-0.09044,-0.01399,0.08679,-4.35,Normal,None
37.938729,-121.624346,27.67,64.11,1.867,-2.771,-0.255,-0.01677,0.08892,-0.00995,4.26,Normal,None
37.427441,-121.704828,3.82,164.41,-2.061,-1.066,-0.921,0.09328,-0.05048,0.05186,0.73,Normal,None
37.982809,-121.839177,7.72,81.37,-2.287,1.556,0.916,-0.02514,-0.08079,0.00283,2.37,Normal,None
37.527087,-121.066692,3.43,324.12,-0.561,2.012,0.668,0.08514,0.07797,-0.09691,-3.32,Normal,None
37.719375,-121.783567,20.94,337.08,1.505,-0.682,-0.072,-0.04899,0.0087,0.05819,-2.68,Normal,None
37.638324,-121.240625,12.01,180.29,0.903,-0.671,-0.814,-0.00299,-0.08791,-0.0747,-3.29,Normal,None
37.614577,-121.250139,23.44,119.1,2.763,-2.634,0.684,-0.0788,0.00928,-0.00771,-4.84,Normal,None
37.92107,-121.480992,14.89,258.74,1.085,-2.932,-0.245,-0.0266,-0.02079,-0.02406,3.9,Normal,None
37.043979,-121.937512,12.26,182.88,1.09,-0.926,0.574,-0.06418,0.05437,-0.01721,-3.46,Normal,None
37.393591,-121.204452,4.94,44.09,-0.734,-0.187,-0.397,0.03938,0.02776,0.07967,3.14,Normal,None
37.998064,-121.459052,25.17,166.54,0.082,-1.967,0.47,0.07745,-0.08808,0.08584,1.82,Normal,None
37.289956,-121.97667,24.21,86.7,2.782,-2.249,-0.46,0.02599,0.07383,-0.01776,-0.65,Normal,None
37.461355,-121.862414,0.98,52.02,0.968,2.468,0.52,0.00738,0.05473,-0.02472,-0.51,Normal,None
37.74922,-121.124054,4.7,235.4,0.146,-2.615,-0.462,-0.03098,0.02156,0.0232,-0.09,Normal,None
37.165876,-121.328382,2.31,58.78,2.559,-1.487,-0.027,0.07411,0.06363,0.03845,-1.55,Normal,None
37.882868,-121.032866,28.36,143.55,0.88,2.496,0.321,0.05864,-0.057,-0.09753,3.03,Normal,None
37.557139,-121.483411,10.72,280.89,-2.636,2.501,0.988,-0.04919,-0.0111,0.02437,0.33,Normal,None
37.63842,-121.19997,17.01,182.62,2.652,0.013,-0.382,0.00531,0.06317,-0.04263,1.94,Normal,None
37.036552,-121.557138,22.25,130.01,-2.01,1.628,-0.539,-0.08212,0.03766,0.03415,-2.11,Normal,None
37.14344,-121.385079,1.28,350.92,-2.946,-0.76,0.879,0.08628,0.0596,0.02498,3.6,Normal,None
37.046364,-121.699338,24.94,126.98,1.968,-1.144,0.962,0.06923,-0.09831,0.07619,1.86,Normal,None
37.874678,-121.836813,7.03,305.18,0.521,-1.153,0.782,-0.02312,0.02022,-0.05948,1.93,Normal,None
37.717813,-121.220744,22.53,258.48,0.108,1.363,-0.389,0.01819,-0.05631,-0.09182,4.27,Normal,None
37.986612,-121.786449,20.85,176.11,-2.856,-2.574,-0.794,0.07167,0.03875,-0.02539,4.04,Normal,None
37.616301,-121.932647,23.5,344.36,-2.923,1.489,0.638,0.09402,-0.08221,-0.08109,1.86,Normal,None
37.493987,-121.03203,26.1,269.79,2.755,2.3,0.183,0.08687,-0.06781,-0.06206,0.33,Normal,None
37.654602,-121.038803,29.0,133.28,0.243,2.447,0.404,0.01888,-0.0704,-0.07633,0.44,Normal,None
37.588991,-121.020333,28.49,293.43,2.412,2.926,-0.307,0.01665,0.09118,0.01651,3.08,Normal,None
37.32433,-121.67876,3.59,19.17,-0.146,-1.807,0.905,0.0551,-0.00541,0.09053,2.61,Normal,None
37.537318,-121.005825,9.79,249.04,0.954,-0.665,0.309,0.0127,-0.03248,-0.0432,2.15,Normal,None
37.551601,-121.039003,10.8,163.71,0.813,-2.207,0.599,-0.03216,-0.04749,-0.06903,1.84,Normal,None
37.581081,-121.82166,20.88,203.24,2.827,0.41,-0.918,0.00848,-0.02517,-0.01432,1.29,Normal,None
37.873759,-121.012245,8.32,262.37,1.416,2.117,0.778,-0.08799,-0.0817,0.0584,-0.26,Normal,None
37.341679,-121.377621,15.62,237.38,-1.412,1.796,-0.087,0.02708,-0.02836,0.04544,-0.25,Normal,None
37.927978,-121.611526,7.46,286.68,2.6,-1.189,-0.968,0.07843,0.02626,-0.0785,-0.94,Normal,None
37.939201,-121.636784,18.7,194.55,-1.161,1.31,0.858,0.05558,-0.00966,-0.0628,-4.37,Normal,None
37.207295,-121.752132,3.51,249.32,0.291,-1.96,0.859,0.00417,0.03971,-0.07841,1.94,Normal,None
37.18238,-121.317417,15.61,356.88,0.985,-0.064,0.17,0.00116,0.09009,0.07402,4.58,Normal,None
37.888552,-121.535469,22.15,32.94,-1.167,-2.556,0.427,0.01453,0.08263,0.07808,0.26,Normal,None
37.107753,-121.140602,24.6,189.4,0.415,-1.698,0.143,-0.01953,-0.02854,-0.04583,-1.27,Normal,None
37.22914,-121.809162,14.97,161.55,-0.858,2.225,-0.073,0.09275,-0.09532,0.03408,-3.93,Normal,None
37.410958,-121.457306,5.2,3.4,-0.509,-0.192,0.226,0.02666,-0.09525,0.07541,2.16,Normal,None
37.925711,-121.812393,0.47,301.74,0.345,-1.011,0.552,-0.07153,-0.02095,-0.05457,-0.02,Normal,None
37.460284,-121.048813,13.25,93.69,-0.501,1.125,-0.07,-0.09578,0.05972,0.09352,-1.89,Normal,None
37.581139,-121.006416,6.96,359.3,-2.788,0.806,-0.716,-0.06721,-0.0969,0.00143,-1.9,Normal,None
37.20148,-121.773552,3.1,205.88,-0.098,1.355,-0.833,0.00817,0.03021,0.05001,1.26,Normal,None
37.029358,-121.724899,9.75,85.15,0.655,1.567,-0.764,0.05493,0.0357,0.01008,4.78,Normal,None
37.062031,-121.476257,7.54,111.26,-2.878,-0.926,-0.148,-0.00218,0.08766,-0.01882,4.56,Normal,None
37.750977,-121.723829,21.34,350.98,-1.62,1.292,0.852,-0.07224,-0.05523,0.0809,3.64,Normal,None
37.003979,-121.608546,19.06,90.19,-1.464,2.116,0.959,0.06544,-0.01468,-0.08829,-3.1,Normal,None
37.213255,-121.079695,21.62,166.79,0.67,-0.413,0.613,-0.0035,0.04881,-0.04035,0.33,Normal,None
37.844648,-121.781645,19.53,46.24,2.299,0.662,0.979,-0.06595,0.01119,-0.02704,4.36,Normal,None
37.295539,-121.055076,17.96,115.91,2.931,0.699,-0.113,-0.01831,0.02655,0.08096,0.98,Normal,None
37.736134,-121.737835,20.8,343.97,2.913,0.816,0.169,0.0126,-0.00366,0.08284,-4.08,Normal,None
37.774421,-121.453838,2.27,248.55,-1.909,0.239,-0.928,0.01379,0.02012,-0.06939,3.56,Normal,None
37.664185,-121.049239,23.39,207.25,1.702,-2.143,0.67,0.02792,0.01644,-0.09243,1.61,Normal,None
37.954879,-121.389006,14.78,100.79,-1.418,-2.587,0.748,-0.07715,-0.07464,0.02494,3.46,Normal,None
37.946556,-121.811212,7.48,313.55,-0.729,2.1,0.729,0.09474,-0.05652,-0.01109,-4.51,Normal,None
37.954238,-121.679877,0.09,254.94,-2.594,-0.285,0.433,-0.0018,0.04474,-0.06746,-0.47,Normal,None
37.580182,-121.73702,25.92,5.21,-0.035,-2.156,-0.012,-0.0327,0.07619,-0.01357,-0.77,Normal,None
37.809569,-121.025711,2.3,257.87,-2.76,2.754,0.072,-0.0922,0.07637,-0.01814,-0.1,Normal,None
37.359768,-121.136837,25.51,256.75,2.724,-1.119,-0.807,0.08095,-0.08722,0.0968,4.77,Normal,None
37.113695,-121.358669,24.23,264.11,-0.108,-0.785,0.072,0.04733,0.00862,0.09717,3.88,Normal,None
37.220797,-121.368371,4.84,197.78,-2.367,-0.461,0.26,0.08687,-0.0061,-0.03572,-3.51,Normal,None
37.865374,-121.7009,10.96,139.27,-2.12,-0.016,-0.112,0.02126,-0.09927,0.0182,4.73,Normal,None
37.196895,-121.015235,10.66,38.36,2.474,1.266,-0.328,-0.00333,0.07216,0.06432,-1.46,Normal,None
37.690323,-121.918467,11.64,219.43,-2.305,-0.752,-0.02,-0.02536,0.01342,0.06231,1.88,Normal,None
37.824872,-121.457139,28.35,80.75,2.263,2.577,0.943,-0.09323,0.05958,-0.0831,-0.91,Normal,None
37.275469,-121.436573,21.22,229.39,1.652,-2.723,-0.545,0.09503,0.02757,0.02083,-2.34,Normal,None
37.114078,-121.195564,0.68,28.83,2.425,2.913,0.792,-0.07217,-0.05176,0.07903,-3.91,Normal,None
37.704716,-121.252767,27.8,170.29,2.981,-1.737,-0.262,-0.01634,0.05654,-0.01572,-2.5,Normal,None
37.708861,-121.089614,5.32,134.5,2.049,-0.432,0.952,0.02092,0.04058,-0.05844,2.87,Normal,None
37.049776,-121.614915,23.57,29.9,-2.541,2.186,0.315,-0.00996,-0.06524,-0.0712,0.54,Normal,None
37.666642,-121.949437,6.33,172.79,-1.255,-1.243,-0.187,0.05825,-0.03266,-0.01494,3.33,Normal,None
37.24658,-121.299904,5.95,248.68,2.958,-1.666,0.71,-0.00538,-0.09905,0.06768,1.66,Normal,None
37.768021,-121.177716,18.15,122.18,-2.495,-1.009,0.014,-0.06869,-0.0364,0.09039,-4.0,Normal,None
37.191647,-121.070096,3.43,240.96,2.417,-1.952,0.922,-0.08538,-0.05657,0.03586,-0.68,Normal,None
37.920926,-121.109479,28.27,141.75,-1.847,-1.14,-0.068,0.07917,0.02882,0.01343,-3.57,Normal,None
37.327817,-121.40815,13.72,110.85,-2.512,1.88,-0.419,0.03703,0.06936,-0.08386,4.73,Normal,None
37.718399,-121.724594,11.7,249.48,1.165,1.031,0.953,0.00292,0.05196,-0.06503,2.94,Normal,None
37.783769,-121.541158,15.54,352.53,0.55,1.632,0.62,-0.07226,0.072,0.02149,-1.97,Normal,None
37.658878,-121.293911,0.26,105.2,2.321,-2.997,0.411,0.03469,0.06803,0.09631,1.29,Normal,None
37.43189,-121.228448,4.37,67.57,-2.24,2.373,0.564,-0.01104,-0.06676,-0.02287,1.6,Normal,None
37.013931,-121.933952,5.76,3.77,-1.946,-0.566,0.476,0.0916,0.09947,0.09847,0.38,Normal,None
37.489272,-121.210436,11.64,41.29,2.27,1.255,0.666,0.08187,0.0427,0.06568,-3.11,Normal,None
37.211942,-121.891873,29.77,151.08,-0.923,1.117,-0.693,-0.05493,0.02861,-0.08909,0.79,Normal,None
37.664022,-121.60752,29.52,115.36,1.45,0.701,-0.638,-0.00585,-0.08638,0.06099,-0.65,Normal,None
37.627592,-121.107895,17.79,136.33,2.928,-1.034,-0.873,-0.0829,-0.00911,0.09302,3.3,Normal,None
37.367277,-121.223574,24.02,273.46,-0.427,0.583,-0.536,-0.0441,0.08258,-0.08201,2.74,Normal,None
37.305449,-121.241743,6.72,9.06,1.47,-1.948,0.285,0.06005,0.06666,0.08053,1.41,Normal,None
37.054229,-121.871585,5.23,94.09,-1.515,-2.485,0.382,-0.05724,0.02973,-0.01987,-0.74,Normal,None
37.568324,-121.169327,19.11,297.59,2.448,-1.948,0.521,-0.02117,-0.06442,-0.06167,-4.72,Normal,None
37.577315,-121.66349,14.88,191.27,0.208,0.789,-0.953,-0.00289,-0.01004,-0.08519,0.92,Normal,None
37.570127,-121.444867,9.31,251.83,0.318,0.063,0.409,-0.02707,0.03597,-0.08027,-0.78,Normal,None
37.079589,-121.105514,14.28,246.45,-2.187,-2.896,-0.462,0.01758,-0.00179,-0.0851,4.19,Normal,None
37.68765,-121.631186,2.33,241.17,-1.471,-1.188,0.113,-0.01597,0.07254,-0.01216,-4.3,Normal,None
37.32339,-121.911465,22.74,47.55,1.307,1.988,0.72,0.08686,0.0679,0.06744,-3.66,Normal,None
37.556969,-121.948938,28.78,98.68,2.308,-1.781,0.739,0.0191,0.08713,0.03106,-3.89,Normal,None
37.829335,-121.910385,27.58,177.0,-0.667,-1.683,-0.674,0.05368,-0.00535,0.0512,4.04,Normal,None
37.108804,-121.578959,18.55,131.42,0.789,1.525,0.852,0.04198,0.09663,-0.04858,-2.74,Normal,None
37.507142,-121.69346,8.31,48.96,0.446,1.833,-0.476,0.07413,-0.08397,0.09728,2.58,Normal,None
37.024858,-121.028239,9.5,264.63,-0.788,2.328,0.072,-0.02382,-0.09187,-0.05536,-2.81,Normal,None
37.199475,-121.10284,3.38,43.84,-1.577,0.619,0.342,-0.07823,-0.0819,-0.06522,3.54,Normal,None
37.361785,-121.445447,6.51,319.55,-1.132,2.796,0.027,-0.0903,0.07409,0.058,2.73,Normal,None
37.498451,-121.105014,21.66,248.62,-0.335,0.121,0.256,-0.06117,-0.07208,-0.05052,0.38,Normal,None
37.585536,-121.41426,18.26,50.82,-0.942,0.585,-0.649,-0.06981,0.06033,-0.07194,-3.67,Normal,None
37.877418,-121.512614,13.35,147.26,0.198,0.316,0.142,0.05155,-0.01857,0.07721,-2.77,Normal,None
37.82876,-121.284483,29.92,197.53,2.677,0.459,-0.311,-0.07223,0.06364,0.04017,0.76,Normal,None
37.074551,-121.57726,7.52,188.77,1.242,0.514,0.572,0.04748,0.06441,0.06283,3.13,Normal,None
37.517226,-121.987966,13.94,191.8,1.106,-0.052,0.315,0.02917,0.03491,-0.05861,4.73,Normal,None
37.258109,-121.300569,7.38,274.42,1.74,-2.882,0.111,-0.06924,-0.04465,-0.01519,-0.79,Normal,None
37.263049,-121.636695,16.23,228.43,1.541,0.293,-0.799,-0.06489,-0.03922,-0.04823,4.34,Normal,None
37.772482,-121.749238,13.27,53.71,-2.121,1.816,0.692,0.06185,-0.03555,-0.08291,1.45,Normal,None
37.773674,-121.200921,14.13,140.4,-0.74,-0.873,0.921,-0.04674,0.04444,0.08797,3.47,Normal,None
37.066457,-121.0417,10.18,176.19,-0.879,1.863,-0.778,-0.08899,-0.08421,-0.07874,-3.39,Normal,None
37.624429,-121.43949,15.2,124.42,1.395,-2.861,0.829,-0.07041,-0.08903,-0.03568,-1.14,Normal,None
37.459757,-121.854929,13.9,28.22,2.983,-1.018,0.631,-0.04715,-0.09049,0.06571,2.4,Normal,None
37.446324,-121.875589,1.12,288.7,2.514,2.41,-0.934,0.00972,0.02513,-0.07568,1.2,Normal,None
37.523171,-121.620079,6.02,115.79,-2.304,-1.706,-0.605,-0.05825,0.00307,0.06883,-0.76,Normal,None
37.419022,-121.89657,11.39,275.32,-0.529,-1.48,0.764,-0.09523,0.08552,0.07754,-0.89,Normal,None
37.244556,-121.223885,24.47,125.27,-1.446,-0.505,-0.914,0.08623,-0.01291,-0.0188,2.6,Normal,None
37.704362,-121.961884,8.53,148.79,-1.301,-2.886,-0.857,0.04164,0.04619,-0.05361,2.35,Normal,None
37.257458,-121.555478,9.29,215.91,-2.142,1.663,-0.232,-0.07874,0.02894,0.08818,2.53,Normal,None
37.284545,-121.120211,18.87,336.02,-0.734,1.988,-0.51,-0.04765,-0.02233,0.00882,-2.49,Normal,None
37.985053,-121.007925,2.23,28.81,-2.796,2.209,0.901,-0.01565,0.02141,-0.02506,-2.03,Normal,None
37.031183,-121.264731,24.63,245.69,-1.768,-0.536,-0.772,-0.07612,-0.06748,-0.06212,-0.02,Normal,None
37.906634,-121.708836,3.24,120.2,-0.032,1.093,0.165,0.09549,0.03316,-0.07044,4.22,Normal,None
37.620286,-121.915199,16.23,291.21,-2.238,2.023,-0.435,-0.01285,0.07847,0.05061,-0.16,Normal,None
37.582433,-121.573968,9.69,39.55,-0.183,-1.23,0.838,0.05103,0.09535,0.04861,-4.4,Normal,None
37.28014,-121.756516,9.14,45.91,2.114,1.08,-0.414,0.09946,0.03159,0.00498,5.0,Normal,None
37.158395,-121.517556,29.29,199.92,-2.075,2.463,0.561,0.08465,-0.04971,-0.06375,4.28,Normal,None
37.334368,-121.784409,22.76,48.59,1.392,-1.697,0.921,-0.01955,-0.08025,-0.06702,-2.89,Normal,None
37.267641,-121.738239,2.26,235.55,2.16,2.015,0.993,-0.02749,0.05493,0.05369,-1.36,Normal,None
37.731338,-121.607597,6.53,266.35,-2.128,0.068,-0.446,0.03468,-0.08825,-0.09192,-3.84,Normal,None
37.415018,-121.032868,29.38,57.17,1.216,0.547,0.394,0.0016,-0.01007,-0.07816,0.7,Normal,None
37.612151,-121.430507,28.61,186.47,-1.431,-0.458,0.653,0.01196,0.00905,0.03909,1.12,Normal,None
37.906516,-121.73455,25.72,215.14,-0.456,-0.806,-0.117,0.0033,0.03845,-0.0817,3.79,Normal,None
37.306826,-121.703556,28.28,174.79,2.534,-0.659,-0.689,0.08565,-0.03207,0.07181,1.43,Normal,None
37.450873,-121.025049,6.21,129.99,-0.1,1.248,0.401,-0.08695,0.0737,-0.07682,-2.82,Normal,None
37.782137,-121.546704,1.22,330.35,1.625,1.935,-0.575,0.04867,-0.00217,0.02826,4.31,Normal,None
37.603363,-121.780327,6.37,172.19,-1.313,-1.761,-0.598,0.06221,-0.0179,-0.01459,-1.45,Normal,None
37.818335,-121.831384,9.68,157.58,-2.854,0.66,-0.187,-0.01262,0.04321,-0.00297,1.15,Normal,None
37.291413,-121.266806,21.0,43.43,0.143,2.02,-0.696,-0.04483,-0.04595,-0.01854,1.18,Normal,None
37.469235,-121.010243,5.42,282.71,0.327,2.695,0.072,0.05007,0.07964,-0.09744,-2.11,Normal,None
37.572561,-121.752347,1.48,257.42,-1.672,2.629,0.064,0.06861,0.081,0.0801,2.45,Normal,None
37.886627,-121.755108,15.9,81.89,-0.18,2.816,-0.198,0.07781,-0.0638,-0.06516,-1.0,Normal,None
37.75243,-121.70105,22.26,182.36,-1.265,-2.669,-0.118,-0.00914,-0.03948,0.032,3.35,Normal,None
37.525432,-121.125814,12.9,312.96,0.194,-1.595,-0.322,0.09022,0.05095,0.00186,-4.51,Normal,None
37.67047,-121.067811,15.7,32.02,2.327,1.502,-0.022,-0.06173,-0.0506,-0.05334,0.06,Normal,None
37.803095,-121.282133,14.05,197.2,-0.54,-0.225,-0.157,0.03853,-0.03444,-0.01967,2.64,Normal,None
37.518146,-121.703939,16.02,221.35,-0.05,-1.446,0.806,-0.05497,-0.08413,0.00578,2.49,Normal,None
37.907971,-121.722625,15.69,180.94,0.549,-2.8,-0.576,0.02709,0.01336,0.05525,1.55,Normal,None
37.439448,-121.143447,27.81,285.44,-2.191,-2.426,0.508,-0.01615,-0.09521,0.01249,3.53,Normal,None
37.649064,-121.751399,13.01,296.93,1.636,-1.159,-0.768,0.08661,-0.0776,0.07806,0.56,Normal,None
37.81083,-121.684782,0.63,199.16,1.516,-0.028,0.297,0.09726,-0.00988,0.03516,-4.39,Normal,None
37.185283,-121.587497,3.13,95.34,-0.915,-0.626,0.714,-0.08612,-0.09389,-0.05468,-0.93,Normal,None
37.625697,-121.790439,25.92,80.25,-2.09,-0.702,0.223,-0.01584,0.09165,-0.06918,-1.42,Normal,None
37.601652,-121.243015,3.89,190.37,1.171,-2.003,-0.14,0.02968,-0.03679,-0.01325,-4.75,Normal,None
37.232125,-121.314068,1.52,92.85,1.7,-0.458,0.962,-0.09878,-0.06976,0.03422,-0.98,Normal,None
37.437168,-121.406561,13.19,191.24,-1.115,0.658,-0.17,0.09763,0.02561,-0.09094,-3.67,Normal,None
37.255193,-121.381521,27.09,28.99,-2.861,0.68,0.675,0.08933,0.02327,-0.08156,2.89,Normal,None
37.353916,-121.924538,9.75,337.43,-2.358,-2.209,0.706,0.06946,-0.01796,-0.08647,-1.77,Normal,None
37.489394,-121.011692,21.88,193.37,0.985,-0.686,0.869,0.01738,0.09419,0.03356,-2.26,Normal,None
37.506122,-121.768879,14.56,220.79,-0.783,0.176,-0.565,-0.05452,0.03869,-0.0335,-4.72,Normal,None
