X,Y,Z,Intensity,Threat_Type,Attack_Severity
-14.637,-10.803,2.455,98.173,Normal,None
-16.777,-20.44,2.606,132.513,Normal,None
-29.883,21.153,-0.048,156.972,Normal,None
4.813,-21.917,-1.653,89.689,Normal,None
1.585,2.833,-4.017,19.195,Normal,None
8.072,-33.675,3.198,164.115,Normal,None
-22.227,17.882,-3.355,202.705,Normal,None
-44.678,33.202,-0.698,216.15,Normal,None
29.643,-42.599,0.454,35.406,Normal,None
42.087,-29.788,-1.757,18.089,Normal,None
29.762,-49.693,-2.631,206.28,Normal,None
10.267,-39.587,-4.953,217.338,Normal,None
34.002,-43.79,-2.063,54.675,Normal,None
-21.3,7.834,-3.432,208.273,Normal,None
18.577,38.816,-2.431,118.223,Normal,None
-13.587,-25.843,4.044,210.254,Normal,None
-46.51,17.302,-3.985,16.518,Normal,None
11.019,-13.609,1.253,161.574,Normal,None
24.901,-13.84,4.724,21.862,Normal,None
1.033,1.299,-3.352,220.802,Normal,None
-24.322,7.756,1.637,43.469,Normal,None
47.373,-25.419,-1.64,108.249,Normal,None
42.727,3.84,-4.624,79.811,Normal,None
-4.666,-3.337,2.729,70.48,Normal,None
40.963,-20.069,3.044,15.779,Normal,None
18.113,-14.02,0.984,230.171,Normal,None
43.237,-17.678,1.796,101.909,Normal,None
18.064,23.864,0.186,107.214,Normal,None
39.88,-49.709,0.99,128.584,Normal,None
-22.919,16.218,-1.465,192.288,Normal,None
37.909,-23.216,1.885,148.875,Normal,None
-20.034,20.282,1.483,183.57,Normal,None
22.623,41.329,4.64,49.811,Normal,None
-37.528,-34.492,-4.602,219.146,Normal,None
0.242,-12.619,1.948,156.108,Normal,None
-17.539,6.608,1.756,171.198,Normal,None
-45.398,42.785,0.845,130.869,Normal,None
-31.598,9.243,-4.619,127.685,Normal,None
36.908,26.559,-3.176,188.36,Normal,None
-3.371,20.739,-1.673,59.937,Normal,None
37.691,-48.824,-2.297,179.896,Normal,None
-11.567,-5.192,-0.308,234.713,Normal,None
16.355,-6.779,-2.512,80.435,Normal,None
20.536,14.349,2.429,123.362,Normal,None
38.12,20.47,-3.437,93.819,Normal,None
36.533,24.986,1.449,220.606,Normal,None
-25.311,37.657,3.539,95.867,Normal,None
28.099,6.448,-2.054,152.428,Normal,None
-17.966,-49.04,-3.358,114.863,Normal,None
-8.375,41.996,-3.635,7.293,Normal,None
-23.416,44.556,3.292,250.665,Normal,None
16.261,42.312,-3.42,73.523,Normal,None
5.805,-9.415,4.935,214.366,Normal,None
31.513,-26.197,-2.424,4.118,Normal,None
-8.906,-2.145,-3.04,253.67,Normal,None
37.733,-23.486,0.805,63.625,Normal,None
-48.026,5.773,-1.283,144.427,Normal,None
-30.445,-43.364,1.757,62.164,Normal,None
-36.997,19.841,2.758,193.645,Normal,None
-11.756,5.091,-4.816,6.24,Normal,None
7.117,7.391,-2.414,12.821,Normal,None
0.725,-29.166,4.25,183.628,Normal,None
-24.868,43.283,2.949,101.884,Normal,None
-26.616,-31.985,2.495,38.88,Normal,None
38.126,45.82,-1.162,124.318,Normal,None
34.524,-9.563,-3.329,138.004,Normal,None
-1.031,31.039,-0.72,153.411,Normal,None
14.007,-13.611,-4.391,162.183,Normal,None
23.713,-8.831,0.218,35.482,Normal,None
35.771,-43.079,4.817,34.589,Normal,None
-15.299,-17.528,-0.788,212.755,Normal,None
11.609,3.871,2.661,76.859,Normal,None
30.093,-1.588,-0.06,15.328,Normal,None
37.958,-16.176,1.407,49.357,Normal,None
-48.876,1.125,-0.499,147.242,Normal,None
-18.715,-25.511,-4.88,164.944,Normal,None
33.015,-18.147,4.318,119.804,Normal,None
-10.442,10.07,0.409,103.129,Normal,None
31.262,-22.858,2.321,58.094,Normal,None
-10.181,-8.006,1.989,232.014,Normal,None
-36.908,47.028,-2.169,122.612,Normal,None
13.526,27.477,-4.614,102.882,Normal,None
-31.12,34.151,-3.512,46.706,Normal,None
19.008,1.77,2.859,8.824,Normal,None
40.535,48.298,1.331,234.73,Normal,None
6.107,-43.447,0.236,66.504,Normal,None
42.468,-49.235,2.718,78.241,Normal,None
9.94,30.099,0.562,53.618,Normal,None
16.914,-9.398,-3.227,188.603,Normal,None
25.097,-40.572,1.567,201.252,Normal,None
-21.509,49.406,4.892,190.085,Normal,None
7.467,-32.891,4.714,158.254,Normal,None
10.834,-45.472,1.29,227.46,Normal,None
43.119,6.784,3.033,199.931,Normal,None
43.823,-4.571,3.784,109.028,Normal,None
-0.275,12.121,-3.289,138.33,Normal,None
-25.26,17.644,0.628,83.109,Normal,None
-27.446,34.254,-0.06,87.883,Normal,None
-4.542,30.753,0.503,189.384,Normal,None
39.317,-9.736,1.251,17.449,Normal,None
15.051,-34.788,-4.104,69.923,Normal,None
-30.513,29.834,3.568,125.454,Normal,None
5.451,-36.652,1.699,62.348,Normal,None
43.943,-47.909,0.521,157.278,Normal,None
-44.99,28.441,-1.385,41.273,Normal,None
-4.365,43.232,1.534,159.999,Normal,None
6.988,4.725,3.967,88.916,Normal,None
-17.615,4.331,-2.75,246.501,Normal,None
-13.861,-37.322,1.608,156.737,Normal,None
35.042,-37.659,-0.186,186.616,Normal,None
-29.742,22.384,-3.309,132.585,Normal,None
45.554,-25.731,0.218,58.506,Normal,None
7.916,5.713,-1.757,74.471,Normal,None
30.165,-45.983,2.672,221.471,Normal,None
33.482,48.378,2.953,13.811,Normal,None
-5.87,48.288,2.964,248.557,Normal,None
32.022,-44.573,1.545,136.046,Normal,None
-2.038,12.831,3.005,116.842,Normal,None
-35.835,-30.731,3.602,45.653,Normal,None
8.895,-1.254,-4.599,12.992,Normal,None
7.848,-47.656,4.288,34.321,Normal,None
-35.709,49.235,1.566,20.136,Normal,None
-14.965,4.545,3.486,227.87,Normal,None
11.139,36.412,-3.036,43.952,Normal,None
-18.856,46.035,4.942,205.341,Normal,None
34.194,33.852,-3.662,190.007,Normal,None
-28.987,18.437,4.446,86.189,Normal,None
-18.387,-1.907,4.277,60.547,Normal,None
-25.043,48.576,-3.672,69.255,Normal,None
-3.566,-46.774,-2.88,127.386,Normal,None
-22.689,-21.966,2.643,100.794,Normal,None
31.467,18.961,3.166,174.454,Normal,None
-21.14,-4.242,0.294,182.859,Normal,None
-4.679,-9.154,-4.067,85.286,Normal,None
-34.827,11.665,-3.954,145.449,Normal,None
46.6,-2.641,4.482,33.111,Normal,None
-38.102,-41.589,-1.997,20.107,Normal,None
-29.976,28.403,-1.621,137.994,Normal,None
26.824,-10.214,2.08,170.807,Normal,None
6.362,-4.451,2.948,223.428,Normal,None
43.665,29.997,-1.491,75.746,Normal,None
43.92,1.454,4.846,245.069,Normal,None
30.63,-21.495,-0.731,241.516,Normal,None
11.204,27.25,3.103,191.821,Normal,None
42.103,-35.358,2.726,37.262,Normal,None
-42.126,45.956,2.618,142.137,Normal,None
18.967,-6.365,-3.039,185.021,Normal,None
36.522,42.675,-2.789,11.629,Normal,None
35.666,23.769,-1.377,174.734,Normal,None
-18.795,-45.876,2.805,120.576,Normal,None
21.326,26.485,0.026,217.146,Normal,None
-3.215,-20.634,2.269,14.253,Normal,None
-3.158,12.067,1.058,208.655,Normal,None
27.523,43.467,-4.422,231.441,Normal,None
26.561,-23.802,-2.922,51.347,Normal,None
24.314,14.007,-1.374,17.854,Normal,None
0.455,49.621,4.24,243.73,Normal,None
-32.841,-36.816,2.723,248.783,Normal,None
1.838,27.671,-0.855,79.841,Normal,None
31.24,14.477,-4.183,115.503,Normal,None
-25.387,-15.765,-1.129,65.278,Normal,None
-15.55,-12.888,-1.692,27.069,Normal,None
25.559,-11.932,-1.161,158.834,Normal,None
-23.046,-39.986,-1.616,46.897,Normal,None
44.506,-19.984,1.224,245.572,Normal,None
-16.241,18.187,-3.273,55.679,Normal,None
9.656,14.694,0.818,149.278,Normal,None
-28.139,-7.17,-4.023,96.818,Normal,None
-40.619,14.384,4.826,174.673,Normal,None
-48.439,-12.262,2.302,63.992,Normal,None
36.96,12.91,2.834,246.488,Normal,None
15.922,-30.528,2.502,50.272,Normal,None
34.522,-34.377,0.373,31.424,Normal,None
22.381,29.649,0.697,219.003,Normal,None
3.294,-5.592,2.056,44.395,Normal,None
15.57,-6.384,-3.917,235.271,Normal,None
26.153,35.834,-0.379,187.463,Normal,None
-39.531,-35.409,-0.05,148.451,Normal,None
-9.573,14.084,3.683,167.736,Normal,None
12.552,-10.103,1.215,20.218,Normal,None
-37.901,35.289,-2.81,159.018,Normal,None
-43.706,-8.044,-3.263,53.251,Normal,None
-18.301,43.021,4.6,224.477,Normal,None
24.426,-32.505,-1.526,150.358,Normal,None
40.334,32.835,3.097,158.415,Normal,None
-29.509,-38.981,-3.514,127.467,Normal,None
-45.634,-15.362,-3.742,252.109,Normal,None
-12.875,-45.454,0.836,73.756,Normal,None
26.5,-36.837,3.696,230.208,Normal,None
-48.248,41.485,-2.68,166.881,Normal,None
-17.945,-23.998,-3.565,3.314,Normal,None
27.409,15.044,3.472,240.105,Normal,None
-1.025,48.498,-4.477,149.998,Normal,None
-8.222,-19.959,2.214,35.648,Normal,None
-13.827,41.944,1.524,111.677,Normal,None
-32.131,2.9,2.019,57.184,Normal,None
-43.265,37.855,-1.971,149.842,Normal,None
40.45,-8.086,-4.121,98.814,Normal,None
-17.918,23.923,-2.362,106.548,Normal,None
-30.13,-13.099,1.797,117.177,Normal,None
30.045,26.654,3.526,35.083,Normal,None
24.314,-37.412,-1.895,136.217,Normal,None
-7.078,-29.573,0.262,92.116,Normal,None
-23.287,-8.633,4.601,10.934,Normal,None
17.659,30.873,-4.04,236.656,Normal,None
-25.037,-35.27,-4.752,240.053,Normal,None
11.857,-1.049,1.291,112.697,Normal,None
5.001,1.454,0.613,10.024,Normal,None
-11.51,21.617,-1.798,174.179,Normal,None
-20.518,-9.199,1.908,115.829,Normal,None
19.6,31.939,4.844,79.149,Normal,None
44.18,14.827,-2.508,222.846,Normal,None
-48.585,-5.396,-2.427,64.737,Normal,None
48.455,-12.142,3.357,124.113,Normal,None
-15.782,33.095,4.551,37.002,Normal,None
20.551,-5.937,-3.484,100.785,Normal,None
28.988,44.692,-0.913,234.977,Normal,None
-1.347,32.096,-3.768,231.828,Normal,None
15.861,-7.973,2.007,173.105,Normal,None
-9.411,-11.771,-4.677,28.568,Normal,None
-3.046,-27.259,-2.645,96.529,Normal,None
-31.158,27.517,-1.934,64.466,Normal,None
-36.345,-4.015,1.359,8.867,Normal,None
-18.975,-49.656,3.345,82.856,Normal,None
-33.274,-17.503,-0.842,183.137,Normal,None
-45.352,-8.067,3.653,198.557,Normal,None
37.163,-41.432,1.536,191.666,Normal,None
-29.864,16.957,2.139,55.774,Normal,None
-40.896,-29.744,-4.084,174.915,Normal,None
-7.79,48.581,-3.515,18.005,Normal,None
15.823,1.032,4.335,126.162,Normal,None
-17.161,11.402,-1.613,215.112,Normal,None
11.147,11.201,-3.387,136.556,Normal,None
2.106,43.684,-0.833,43.762,Normal,None
-30.536,44.774,1.016,32.996,Normal,None
39.395,-9.14,-3.282,183.144,Normal,None
27.189,12.57,4.666,215.153,Normal,None
28.886,0.348,3.287,173.304,Normal,None
18.469,3.962,2.43,94.411,Normal,None
1.836,-44.209,1.236,108.159,Normal,None
-7.146,-48.046,-2.165,66.164,Normal,None
-29.485,6.445,-1.157,178.965,Normal,None
-30.022,33.163,0.832,206.344,Normal,None
45.752,-16.214,-1.449,193.634,Normal,None
-29.818,-1.363,1.849,178.787,Normal,None
46.126,-26.835,0.291,248.814,Normal,None
8.626,6.896,1.594,4.733,Normal,None
37.333,-35.393,3.107,223.761,Normal,None
-35.929,-25.706,-1.492,59.508,Normal,None
34.271,-6.672,-4.728,42.854,Normal,None
30.805,49.874,-3.279,163.314,Normal,None
-46.876,38.567,4.205,211.04,Normal,None
19.171,45.001,0.247,135.103,Normal,None
-34.504,-43.804,-3.174,145.742,Normal,None
13.669,15.246,-1.196,252.017,Normal,None
33.388,-39.235,-3.07,186.752,Normal,None
2.955,4.295,3.362,231.804,Normal,None
32.907,-2.288,3.65,236.387,Normal,None
-1.079,42.883,4.563,202.2,Normal,None
7.771,9.738,0.467,85.554,Normal,None
-28.379,8.123,-4.904,21.376,Normal,None
-25.249,49.026,-3.291,249.309,Normal,None
45.06,-16.65,-3.266,251.351,Normal,None
-35.442,31.772,1.632,6.557,Normal,None
27.017,-30.376,-4.843,91.241,Normal,None
5.296,3.318,4.632,242.534,Normal,None
-40.319,-7.384,-4.917,20.256,Normal,None
31.063,40.87,0.039,142.831,Normal,None
44.336,-47.287,2.455,109.722,Normal,None
-42.365,30.51,-3.807,3.338,Normal,None
23.2,-42.547,0.069,166.653,Normal,None
11.45,4.172,-4.496,43.509,Normal,None
-12.004,-7.405,-0.02,183.45,Normal,None
32.792,8.977,0.409,10.689,Normal,None
-39.727,-22.567,3.657,204.566,Normal,None
28.113,7.433,4.116,156.118,Normal,None
26.793,38.779,4.696,54.397,Normal,None
2.721,-9.328,4.833,35.229,Normal,None
-5.625,-34.036,3.874,94.891,Normal,None
-17.487,-2.51,1.902,255.0,intensity_manipulation,High
-41.919088584362726,13.666527730295751,3.508,34.715,spoofing,High
-23.099591243321523,-7.219475158005254,-4.290321002792197,94.538,jamming,Medium
-48.789,-9.039,-3.358,63.1405,intensity_manipulation,Low
14.088741922059924,-52.90203877445714,3.637,47.573,spoofing,Medium
-15.444694590883566,31.54012555228595,-3.971,8.611,spoofing,High
-0.21,30.992,0.721,39.3445,intensity_manipulation,Low
-12.664,44.467,1.927,245.988,intensity_manipulation,Medium
-45.536569362951006,28.520247547872348,-0.7331757894164563,1.373,jamming,High
-34.049331119594264,-34.94885821583547,3.101,37.476,spoofing,Low
27.828,26.198,4.451,255.0,intensity_manipulation,Medium
-16.649,37.294,-0.835,10.102,intensity_manipulation,Medium
18.93883109360102,-43.632948956833076,1.421426048015735,3.583,jamming,Medium
3.894,27.764,-1.611,108.6295,intensity_manipulation,Low
2.423254613552831,48.017142039382115,-3.29989381228778,92.037,jamming,Low
14.75925508195676,-21.637606959694093,-1.201,246.181,spoofing,High
20.76,11.621,-2.57,111.3515,intensity_manipulation,Low
39.648,23.135,-2.312,178.61,intensity_manipulation,Medium
-11.686,-32.583,2.844,100.1845,intensity_manipulation,Low
-15.22,34.287,3.212,255.0,intensity_manipulation,High
-29.983220833973988,-4.577027570490593,2.659,239.515,spoofing,High
24.956,-7.839,-3.975,255.0,intensity_manipulation,High
-39.063587781498796,-47.36044564644078,-0.4792521527047975,8.401,jamming,Medium
4.626,23.759,0.174,246.92,intensity_manipulation,Medium
7.7305760531849375,8.985113895526744,-5.2375772097365045,109.536,jamming,High
15.827467149966811,-22.53280418708895,-2.64,147.796,spoofing,Medium
-11.963,-37.175,0.957,97.37,intensity_manipulation,Low
-42.233,-14.502,-1.342,255.0,intensity_manipulation,High
-24.475175262373636,-40.61178182054188,-2.023,72.754,spoofing,Medium
40.195076020906846,12.948814109481017,-0.10693921353356028,102.154,jamming,Medium
-19.004971580888828,-10.715761874104436,0.32500017950877746,58.103,jamming,Medium
-6.399893896805313,-7.2067377621915885,-2.471,113.51,spoofing,Low
-32.51632429867488,-15.394679043851866,0.6098286859182638,115.778,jamming,Medium
5.902345835096676,-23.79735216109043,11.207946980200028,49.206,jamming,High
37.034,-31.396,-4.271,88.266,intensity_manipulation,Low
11.502467897681738,-35.79620771725269,-13.560414467964517,94.422,jamming,High
-27.24511797175257,-2.228606356737881,3.815,243.091,spoofing,Medium
-35.61386871421402,-9.318543025557972,-3.471,192.249,spoofing,High
-14.347,16.602,4.801,255.0,intensity_manipulation,High
57.88848523744894,53.027598522777836,3.33,0.819,spoofing,Medium
-32.243,5.574,1.455,43.807,intensity_manipulation,Low
46.291,35.21,-2.433,255.0,intensity_manipulation,Medium
-8.893,16.114,2.206,37.954,intensity_manipulation,Low
-35.776,18.542,-3.509,101.13,intensity_manipulation,Low
-36.151,33.55,0.113,117.976,intensity_manipulation,Low
-6.722,-18.577,-4.77,123.967,intensity_manipulation,Low
-37.15320805580325,-28.41959959501667,-2.549,129.559,spoofing,Low
23.222,-1.684,-1.393,255.0,intensity_manipulation,Medium
-19.85766022259312,-32.81349660731894,0.5901501771324267,27.701,jamming,High
0.45137551261881814,1.7195703200363996,-3.4511243988224742,18.996,jamming,Medium
-11.169,11.23,-3.261,117.528,intensity_manipulation,Low
41.64289091773926,48.221265082097055,-3.732,126.683,spoofing,Low
-28.05393495457468,7.155344694158321,0.8536543543357937,177.418,jamming,Medium
-14.953,-21.618,4.065,80.3895,intensity_manipulation,Low
57.84354913535912,-28.436332143387897,-0.9901309876599513,252.881,jamming,High
-47.172,-29.875,-1.014,20.767,intensity_manipulation,Low
20.44131343728502,-6.31696678259364,1.475316989227941,93.253,jamming,Medium
-27.672679083511813,29.91116151125064,2.769,142.66,spoofing,High
-45.861,25.682,3.584,255.0,intensity_manipulation,Medium
20.236,23.476,-0.647,255.0,intensity_manipulation,High
-30.18737306874399,20.803134275820703,-0.719736964361076,96.625,jamming,Medium
3.501,-39.501,4.543,2.07,intensity_manipulation,High
1.677,-43.689,2.434,255.0,intensity_manipulation,Medium
30.118951150203056,-38.60007967516087,-3.543,166.022,spoofing,Low
32.407,18.107,4.191,255.0,intensity_manipulation,High
-31.62661780471601,-9.663619844871448,1.519187553573098,181.331,jamming,High
-36.486006210242415,-37.09847163344393,0.6213559590538529,138.327,jamming,Low
41.0772001665685,8.147478152107995,-1.5187596365128004,174.4,jamming,Low
-13.574370952621688,-10.742503771835146,1.0433562805595589,4.161,jamming,High
-48.42,45.264,2.582,255.0,intensity_manipulation,High
-43.17292174728944,-32.579596454511055,-2.6832107178861326,63.054,jamming,Medium
29.689384707360723,24.634524119710935,-2.4297582609791553,3.643,jamming,Low
-35.639501662530456,-50.83084312933938,2.152,201.941,spoofing,Medium
-28.233,-28.803,1.568,127.47,intensity_manipulation,High
-17.76341496613867,-36.61062966750722,-2.454,133.956,spoofing,Low
18.23,44.527,3.209,35.133,intensity_manipulation,Low
-18.732979978377475,8.480307369417906,5.20752776515215,251.912,jamming,High
12.858495648411482,-34.18227972437092,-3.1923318853743936,143.676,jamming,Low
-31.87122555739881,1.825665887866014,-0.18792004636762094,172.098,jamming,Medium
-14.679884816006265,-15.550221002044706,-13.586887047846377,120.021,jamming,High
15.797620751520686,23.116892297777675,-4.263672768874681,24.083,jamming,Medium
-47.618,4.618,3.994,255.0,intensity_manipulation,High
14.851,-29.312,-1.436,52.642,intensity_manipulation,Low
32.56916678629935,47.12567565668702,3.013,247.112,spoofing,Low
30.109,-13.327,3.337,93.286,intensity_manipulation,Medium
-63.05693004900099,-14.216415581023533,-4.989,0.07,spoofing,Medium
-30.754914195383684,2.794932459880079,3.53,12.651,spoofing,Medium
11.437306542613255,0.3230620031520073,-1.3308654995798515,57.847,jamming,High
-21.297,32.105,-2.225,255.0,intensity_manipulation,Medium
39.78491107510665,-39.34031132932259,-4.847,241.361,spoofing,Medium
-40.426,48.605,0.979,167.068,intensity_manipulation,Medium
-7.327739817706924,-43.38500330954482,-2.850248890329077,137.954,jamming,Medium
-8.641,-33.954,0.825,21.356,intensity_manipulation,Low
40.931,42.525,2.395,255.0,intensity_manipulation,Medium
-14.705306592625687,-19.34871921877728,-3.438531293711562,79.31,jamming,Medium
-24.146284706423653,24.89454326043031,-1.956,209.748,spoofing,Medium
4.803535721402472,-56.741839205692926,3.326,221.47,spoofing,High
20.61021402138977,-49.7587576426466,-1.0197137256613615,237.966,jamming,Medium
38.598,-33.275,-3.118,33.244,intensity_manipulation,Low
14.048950171950484,-2.4352051691053664,-4.177895642660437,74.154,jamming,Low
-20.009765455754472,-40.91340141469219,-2.496,57.731,spoofing,Low
-30.390688574380267,45.36612144525517,-1.880256065223126,75.982,jamming,Low
6.816297849799247,-34.01208146328223,-1.265,147.893,spoofing,Low
-21.499345146353562,-32.256074057799836,4.709,207.738,spoofing,High
10.478614444083236,12.989012004278312,-1.515,106.575,spoofing,Medium
-18.303422550422376,-31.831401512768593,4.5,48.693,spoofing,Medium
26.783,18.718,3.359,255.0,intensity_manipulation,High
-0.734,37.543,-2.38,21.782,intensity_manipulation,Medium
-43.081,49.254,1.925,76.2435,intensity_manipulation,Low
-47.062,-35.633,0.762,255.0,intensity_manipulation,High
-8.625262247357552,14.717265293223399,2.1261260489269573,38.87,jamming,Medium
-9.417,-16.937,3.262,114.602,intensity_manipulation,Medium
-0.5867918375907677,43.36441220671799,0.7385207641204063,105.265,jamming,Medium
-13.478333588284094,8.07044403078213,1.36,233.154,spoofing,Low
-22.643,33.513,3.489,9.558,intensity_manipulation,Medium
-16.008920855920977,36.10084191744041,1.3331977273190039,11.879,jamming,Medium
-45.55299665910631,21.484021466204887,2.0031817955227615,133.712,jamming,Medium
-6.141973552032639,-10.817671271148948,1.992,52.081,spoofing,Low
59.92105011777495,9.18994738199559,-4.825,240.993,spoofing,High
54.955123179428384,44.57183911147956,-2.228,58.111,spoofing,Medium
-10.404,-35.336,0.795,123.3425,intensity_manipulation,Low
-0.5220992488190177,-39.097054133249294,-9.500706868866951,205.59,jamming,High
17.457315300592022,39.167169879255226,-2.308,126.714,spoofing,Low
46.827,10.418,1.993,187.242,intensity_manipulation,Medium
21.19522884945267,-43.03647086545211,1.1096383370921536,25.061,jamming,Medium
-51.98293031284041,-18.700989218142034,1.488,19.98,spoofing,Medium
45.12140184416399,29.063960084608716,0.908,167.847,spoofing,Low
-47.311367287688896,30.1377967541679,-4.589,77.461,spoofing,Low
-27.421159529423456,-57.84378218125481,0.219,166.516,spoofing,Medium
-26.817,-2.69,-3.64,82.663,intensity_manipulation,Low
16.67946748224881,-9.692857966877863,0.344,99.347,spoofing,Medium
-44.823585431589855,10.632820763979854,-0.6946702069829686,225.786,jamming,Medium
-52.55584748056103,49.15766403789827,0.825,178.863,spoofing,Medium
50.01224038081617,19.83646266974135,4.499400748683922,245.684,jamming,High
29.015922289967733,9.010184372626362,0.8083448595578218,49.476,jamming,Medium
39.845,-9.594,-3.397,255.0,intensity_manipulation,High
24.479565538938118,-59.09167850633165,7.1827910243747874,217.738,jamming,High
4.403791324116808,-24.92261067895553,-4.499,33.84,spoofing,Medium
-6.481,42.554,-1.655,70.3005,intensity_manipulation,Low
27.88595457998673,25.50495253832101,-4.36943585498943,38.544,jamming,High
-1.873,43.808,-3.009,255.0,intensity_manipulation,High
20.785,34.499,0.303,255.0,intensity_manipulation,Medium
-8.275,0.433,-2.105,217.18,intensity_manipulation,Medium
-29.04137978362026,-16.94892624872694,-0.7559702007198046,32.428,jamming,Medium
-8.32598365400343,-6.696612258719629,3.346,51.519,spoofing,Medium
14.156574840514462,-14.945482896422794,-2.617457184924416,124.723,jamming,Low
46.66493650143572,-25.14653102065259,0.425,5.736,spoofing,High
32.148948071590844,44.12880910144938,2.7185341771723315,230.463,jamming,Low
30.393,-8.691,2.877,255.0,intensity_manipulation,High
-41.533,-31.593,2.268,54.736,intensity_manipulation,Low
-28.854471824468263,4.492142600720477,-2.893686663475797,25.466,jamming,Low
17.392,8.352,-2.704,255.0,intensity_manipulation,High
-11.313858481043312,-42.88103769952057,0.729,9.826,spoofing,Medium
31.416921033823662,-12.918602318918254,-9.245819541980254,65.443,jamming,High
46.84551892401313,-23.520800321011908,-13.726712503069121,238.475,jamming,High
-7.522157462654578,13.149148432125083,4.061815405731172,171.611,jamming,High
-36.018,13.15,1.22,85.757,intensity_manipulation,Low
-4.978807612578394,-7.669558539039741,-0.6877641610972136,253.905,jamming,Medium
44.03246904671194,38.02145172525158,-2.1116584280464736,60.739,jamming,Medium
42.77445317417086,-8.642293391765032,0.14824940412943205,113.924,jamming,Medium
10.146924892085252,5.455807066952811,-4.525,18.187,spoofing,Low
38.40177165292687,8.810617631488672,-4.82,131.834,spoofing,Low
-33.34797310588471,9.917735728492794,-3.558014465812342,166.969,jamming,Low
-52.98442159336695,-21.676671561740058,2.513,182.964,spoofing,Medium
-7.298382328411686,-38.8486070946611,0.34957576112143585,17.452,jamming,Low
6.498187092224496,19.432337039514245,-1.6885889837393007,152.092,jamming,Low
50.83008730554344,-39.82031050045498,-4.768276943251847,125.577,jamming,High
-21.053298136802017,19.384359008054936,-3.279,79.52,spoofing,High
-32.73478061743086,-52.32596465570438,-4.193,236.607,spoofing,High
34.55176895028596,-35.78678817335144,1.775,41.794,spoofing,Low
47.7,-9.242,3.845,103.136,intensity_manipulation,Low
25.552304814018804,69.08786658057022,2.331,0.749,spoofing,High
15.946941969103431,-0.16315387221716726,-3.895,55.131,spoofing,High
3.827,-32.939,-4.29,61.6105,intensity_manipulation,Low
-29.199278350371614,-5.8392420253774215,-6.21019844087553,226.952,jamming,Medium
-24.152,7.088,-4.441,108.16,intensity_manipulation,Low
5.901810845173907,-38.59986137313334,2.449293728446073,25.965,jamming,Low
-42.738,-7.956,3.343,255.0,intensity_manipulation,High
-5.035,-3.601,4.263,255.0,intensity_manipulation,Medium
-23.396649782281102,48.52036382684236,3.1309393702746915,218.497,jamming,High
20.84,-26.713,-0.097,255.0,intensity_manipulation,High
0.1477625208462503,9.753025229278547,1.1466537563552603,108.983,jamming,Medium
-34.00413381580928,-27.19952649281821,4.747410350088062,162.951,jamming,Medium
-25.406,24.268,4.809,255.0,intensity_manipulation,High
-2.874,7.77,4.843,58.436,intensity_manipulation,Low
-18.483,-39.357,-0.492,126.245,intensity_manipulation,Low
-9.635790774385462,-17.288225895271427,-6.628875682370887,254.64,jamming,Medium
4.551507151632503,10.172880012319926,1.4782049457362079,121.498,jamming,Medium
-34.602247915531024,43.932741208106236,4.389,165.289,spoofing,Low
-21.782205668191143,-0.015998869185295028,3.237,155.193,spoofing,Low
20.145105029949452,48.011321318124985,2.206,87.357,spoofing,Medium
-47.33355799535449,12.510130769617989,-3.646,155.039,spoofing,Medium
-12.799394861242,20.313466898937413,-4.634,93.636,spoofing,High
-28.140077887247084,20.121502542728336,-3.097,252.98,spoofing,High
21.15204490117079,-4.391175074716331,5.19244263814427,142.781,jamming,High
31.18183370977718,-36.48829571268143,2.204,166.771,spoofing,Medium
-13.682161293991712,-9.401502441557998,-1.297,79.639,spoofing,Low
31.887593320254883,21.888876006690534,-0.3620655148607062,111.893,jamming,Low
-26.859,14.333,-4.408,13.2295,intensity_manipulation,Low
-40.37194342467592,-35.17224367100846,4.583496944648148,195.501,jamming,Medium
47.826,30.864,4.357,255.0,intensity_manipulation,Medium
-28.41926535967485,-42.199992670085415,2.7144152246322513,44.064,jamming,Low
32.853,-32.485,2.017,55.7065,intensity_manipulation,Low
-20.636,-7.262,1.159,8.808,intensity_manipulation,Medium
25.9643688323704,40.61474429871718,4.247,216.327,spoofing,Medium
-12.34370855732973,38.94226803311658,-3.312,56.063,spoofing,Low
-2.7209121980271456,3.738657493655134,-1.6038797461720578,18.086,jamming,Low
42.04329367607422,-15.402789281073996,4.720389480951581,91.882,jamming,Low
29.210878793380488,7.512758062202927,-4.5307787876923005,55.668,jamming,Low
42.6952751473055,40.065942816894875,-4.991,21.383,spoofing,Low
1.87,-16.823,-0.279,153.404,intensity_manipulation,Medium
6.692938867739451,52.97208890692908,1.057388206176022,162.818,jamming,Medium
23.439497502922045,-22.882221764148113,-1.922808676155121,63.501,jamming,Medium
20.387434704389545,-5.525580189775347,3.978,234.665,spoofing,Medium
25.620007253469737,46.73651842114466,-1.9558182418156376,86.511,jamming,High
5.838632731033311,-23.114753279505905,3.18,130.678,spoofing,High
-49.51433449972723,-31.435526806383468,2.8152185245659194,60.049,jamming,Low
-41.962710920834894,37.37365408351398,2.421,51.669,spoofing,Low
49.220586353715184,-43.57314612739947,3.573,90.457,spoofing,Low
39.84252295449399,3.3463101383369565,-5.177279079304827,19.357,jamming,High
-33.558,38.695,-4.67,255.0,intensity_manipulation,High
